,emb_that,emb_wh,emb_whether,pairID
752,Brett knew that Rodney wouldn't realize that some dentists tears a jacket.,Brett knew what Rodney wouldn't realize that some dentists tears.,Brett knew that Rodney wouldn't realize whether some dentists tears a jacket.,752
753,All doctors investigate that associates learn that the doctors did catch Frank.,All doctors investigate who associates learn that the doctors did catch.,All doctors investigate that associates learn whether the doctors did catch Frank.,753
754,This girl finds out that Jesus knew that a French teacher holds this plate.,This girl finds out what Jesus knew that a French teacher holds.,This girl finds out that Jesus knew whether a French teacher holds this plate.,754
755,Kathleen can't learn that Maria discovers that every teenager observes Eva.,Kathleen can't learn who Maria discovers that every teenager observes.,Kathleen can't learn that Maria discovers whether every teenager observes Eva.,755
756,A lot of patients realized that James reveals that that lawyer doesn't arrive at an art gallery.,A lot of patients realized what James reveals that that lawyer doesn't arrive at.,A lot of patients realized that James reveals whether that lawyer doesn't arrive at an art gallery.,756
757,Kathleen hasn't investigated that Robert has remembered that girls are hiding Winston Churchill.,Kathleen hasn't investigated who Robert has remembered that girls are hiding.,Kathleen hasn't investigated that Robert has remembered whether girls are hiding Winston Churchill.,757
758,Derek is discovering that Stacy does learn that these adults could describe Amy.,Derek is discovering who Stacy does learn that these adults could describe.,Derek is discovering that Stacy does learn whether these adults could describe Amy.,758
759,Many tutors figure out that the company had found out that a hospital exposes a waiter.,Many tutors figure out who the company had found out that a hospital exposes.,Many tutors figure out that the company had found out whether a hospital exposes a waiter.,759
760,Nina does reveal that Leslie isn't realizing that the student should breed those snakes.,Nina does reveal what Leslie isn't realizing that the student should breed.,Nina does reveal that Leslie isn't realizing whether the student should breed those snakes.,760
761,The teenager hadn't learned that Valerie learned that some oncologists could question Brian.,The teenager hadn't learned who Valerie learned that some oncologists could question.,The teenager hadn't learned that Valerie learned whether some oncologists could question Brian.,761
762,Patrick can't forget that the Impressionists investigate that some piano teachers do help Naomi.,Patrick can't forget who the Impressionists investigate that some piano teachers do help.,Patrick can't forget that the Impressionists investigate whether some piano teachers do help Naomi.,762
763,Many handymen figure out that some legislature can't figure out that the woman skated around most banks.,Many handymen figure out what some legislature can't figure out that the woman skated around.,Many handymen figure out that some legislature can't figure out whether the woman skated around most banks.,763
764,Those schools have investigated that Marie should realize that that guest descended this ladder.,Those schools have investigated what Marie should realize that that guest descended.,Those schools have investigated that Marie should realize whether that guest descended this ladder.,764
765,That doctor learned that many waitresses remember that a lot of museums hires Michael.,That doctor learned who many waitresses remember that a lot of museums hires.,That doctor learned that many waitresses remember whether a lot of museums hires Michael.,765
766,These hospitals had figured out that Dan hasn't learned that that hairdresser hugs Denise.,These hospitals had figured out who Dan hasn't learned that that hairdresser hugs.,These hospitals had figured out that Dan hasn't learned whether that hairdresser hugs Denise.,766
767,Theodore wasn't figuring out that Guy realized that some waiter isn't underwhelming Harvard University.,Theodore wasn't figuring out what Guy realized that some waiter isn't underwhelming.,Theodore wasn't figuring out that Guy realized whether some waiter isn't underwhelming Harvard University.,767
768,A lot of oncologists hadn't figured out that Jerry investigated that the government approach all senators.,A lot of oncologists hadn't figured out who Jerry investigated that the government approach.,A lot of oncologists hadn't figured out that Jerry investigated whether the government approach all senators.,768
769,Douglas was discovering that Danielle might know that every association steals windows.,Douglas was discovering what Danielle might know that every association steals.,Douglas was discovering that Danielle might know whether every association steals windows.,769
770,Most guests figure out that Bradley learns that a boy didn't tour Spain.,Most guests figure out what Bradley learns that a boy didn't tour.,Most guests figure out that Bradley learns whether a boy didn't tour Spain.,770
771,Kristen should forget that legislatures learn that dentists are boasting about Sheila.,Kristen should forget who legislatures learn that dentists are boasting about.,Kristen should forget that legislatures learn whether dentists are boasting about Sheila.,771
772,Renee learns that James isn't figuring out that some contractors cleaned the restaurants.,Renee learns what James isn't figuring out that some contractors cleaned.,Renee learns that James isn't figuring out whether some contractors cleaned the restaurants.,772
773,Some adults learn that Amelia hadn't concealed that the waiters would light a lot of projectors.,Some adults learn what Amelia hadn't concealed that the waiters would light.,Some adults learn that Amelia hadn't concealed whether the waiters would light a lot of projectors.,773
774,Connie has known that the school couldn't learn that that senator climbed down stairs.,Connie has known what the school couldn't learn that that senator climbed down.,Connie has known that the school couldn't learn whether that senator climbed down stairs.,774
775,Susan knew that Sabrina wouldn't remember that those hospitals bred many snakes.,Susan knew what Sabrina wouldn't remember that those hospitals bred.,Susan knew that Sabrina wouldn't remember whether those hospitals bred many snakes.,775
776,That person was revealing that Amy figures out that some tutor hadn't shot Brad.,That person was revealing who Amy figures out that some tutor hadn't shot.,That person was revealing that Amy figures out whether some tutor hadn't shot Brad.,776
777,Walter investigates that Jeffrey will conceal that all libraries are discovering some museum.,Walter investigates what Jeffrey will conceal that all libraries are discovering.,Walter investigates that Jeffrey will conceal whether all libraries are discovering some museum.,777
778,Renee had revealed that Suzanne discovered that most patients aren't bothering Noah.,Renee had revealed who Suzanne discovered that most patients aren't bothering.,Renee had revealed that Suzanne discovered whether most patients aren't bothering Noah.,778
779,Brad knew that many guests found out that most guests bit a lot of boys.,Brad knew who many guests found out that most guests bit.,Brad knew that many guests found out whether most guests bit a lot of boys.,779
780,Jennifer has investigated that Gregory hadn't forgotten that these guests aren't catching Janet.,Jennifer has investigated who Gregory hadn't forgotten that these guests aren't catching.,Jennifer has investigated that Gregory hadn't forgotten whether these guests aren't catching Janet.,780
781,These actresses investigate that Gary learns that this guy bit that French teacher.,These actresses investigate who Gary learns that this guy bit.,These actresses investigate that Gary learns whether this guy bit that French teacher.,781
782,Christopher wasn't forgetting that Donna investigates that that child talked to this lady.,Christopher wasn't forgetting who Donna investigates that that child talked to.,Christopher wasn't forgetting that Donna investigates whether that child talked to this lady.,782
783,The senators investigate that Randolf was remembering that that student attack a lot of guys.,The senators investigate who Randolf was remembering that that student attack.,The senators investigate that Randolf was remembering whether that student attack a lot of guys.,783
784,Raymond is realizing that James realizes that that boy caught the contractors.,Raymond is realizing who James realizes that that boy caught.,Raymond is realizing that James realizes whether that boy caught the contractors.,784
785,Many legislatures forget that Stacey investigates that every actress kiss Rose.,Many legislatures forget who Stacey investigates that every actress kiss.,Many legislatures forget that Stacey investigates whether every actress kiss Rose.,785
786,An electrician remembered that Danielle does forget that this library attack Ronald.,An electrician remembered who Danielle does forget that this library attack.,An electrician remembered that Danielle does forget whether this library attack Ronald.,786
787,Wendy is finding out that Eric hadn't realized that this actress bothers Rachel.,Wendy is finding out who Eric hadn't realized that this actress bothers.,Wendy is finding out that Eric hadn't realized whether this actress bothers Rachel.,787
788,Brian discovers that the children have forgotten that a lot of committees underwhelm every waiter.,Brian discovers who the children have forgotten that a lot of committees underwhelm.,Brian discovers that the children have forgotten whether a lot of committees underwhelm every waiter.,788
789,The Lutherans realize that Thomas hasn't forgotten that that museum is striking Bill.,The Lutherans realize who Thomas hasn't forgotten that that museum is striking.,The Lutherans realize that Thomas hasn't forgotten whether that museum is striking Bill.,789
790,Joel would know that Sara is learning that every university bores Sharon.,Joel would know who Sara is learning that every university bores.,Joel would know that Sara is learning whether every university bores Sharon.,790
791,Kimberley isn't realizing that every associate had forgotten that every association watched Carrie.,Kimberley isn't realizing who every associate had forgotten that every association watched.,Kimberley isn't realizing that every associate had forgotten whether every association watched Carrie.,791
792,Charles reveals that these teachers revealed that many podiatrists had bent these bicycles.,Charles reveals what these teachers revealed that many podiatrists had bent.,Charles reveals that these teachers revealed whether many podiatrists had bent these bicycles.,792
793,Sheila might find out that the university remembered that some actress sound like Wendy.,Sheila might find out who the university remembered that some actress sound like.,Sheila might find out that the university remembered whether some actress sound like Wendy.,793
794,These customers aren't discovering that Carmen knows that some university clean some river.,These customers aren't discovering what Carmen knows that some university clean.,These customers aren't discovering that Carmen knows whether some university clean some river.,794
795,Some banks conceal that Jesus isn't learning that these guests hired Tara.,Some banks conceal who Jesus isn't learning that these guests hired.,Some banks conceal that Jesus isn't learning whether these guests hired Tara.,795
796,Gerald forgets that some hospitals figured out that some driver hadn't frozen this juice.,Gerald forgets what some hospitals figured out that some driver hadn't frozen.,Gerald forgets that some hospitals figured out whether some driver hadn't frozen this juice.,796
797,A lot of hairdressers forget that all libraries found out that every adult won't notice some cafe.,A lot of hairdressers forget what all libraries found out that every adult won't notice.,A lot of hairdressers forget that all libraries found out whether every adult won't notice some cafe.,797
798,Renee is forgetting that April knew that that university drove this truck.,Renee is forgetting what April knew that that university drove.,Renee is forgetting that April knew whether that university drove this truck.,798
799,Many banks investigate that Karen won't realize that alumni grow the tomatoes.,Many banks investigate what Karen won't realize that alumni grow.,Many banks investigate that Karen won't realize whether alumni grow the tomatoes.,799
800,Craig had figured out that Natalie had forgotten that waitresses aggravate Heidi.,Craig had figured out who Natalie had forgotten that waitresses aggravate.,Craig had figured out that Natalie had forgotten whether waitresses aggravate Heidi.,800
801,Joseph hadn't known that that guest investigates that this actor confused Steve.,Joseph hadn't known who that guest investigates that this actor confused.,Joseph hadn't known that that guest investigates whether this actor confused Steve.,801
802,A lot of electricians find out that a lot of teachers find out that the children sing many songs.,A lot of electricians find out what a lot of teachers find out that the children sing.,A lot of electricians find out that a lot of teachers find out whether the children sing many songs.,802
803,All students find out that this dentist had concealed that some woman wasn't singing those ballads.,All students find out what this dentist had concealed that some woman wasn't singing.,All students find out that this dentist had concealed whether some woman wasn't singing those ballads.,803
804,Catherine learns that Steve investigated that every senator hadn't disgusted some girl.,Catherine learns who Steve investigated that every senator hadn't disgusted.,Catherine learns that Steve investigated whether every senator hadn't disgusted some girl.,804
805,Sharon concealed that the waiter isn't remembering that a hospital hide some skateboards.,Sharon concealed what the waiter isn't remembering that a hospital hide.,Sharon concealed that the waiter isn't remembering whether a hospital hide some skateboards.,805
806,This girl forgot that Caroline hasn't realized that all dentists embarrasses Frank.,This girl forgot who Caroline hasn't realized that all dentists embarrasses.,This girl forgot that Caroline hasn't realized whether all dentists embarrasses Frank.,806
807,Patrick had figured out that Dennis wouldn't learn that a lot of actors listened to Nancy.,Patrick had figured out who Dennis wouldn't learn that a lot of actors listened to.,Patrick had figured out that Dennis wouldn't learn whether a lot of actors listened to Nancy.,807
808,Douglas knew that some dancers forget that most boys fixes the bikes.,Douglas knew what some dancers forget that most boys fixes.,Douglas knew that some dancers forget whether most boys fixes the bikes.,808
809,Brian might learn that Tiffany conceals that the driver underwhelm the contractor.,Brian might learn who Tiffany conceals that the driver underwhelm.,Brian might learn that Tiffany conceals whether the driver underwhelm the contractor.,809
810,All actors conceal that Todd figured out that some government did help Theresa.,All actors conceal who Todd figured out that some government did help.,All actors conceal that Todd figured out whether some government did help Theresa.,810
811,Lawrence had concealed that all children learn that many adults distract Donald.,Lawrence had concealed who all children learn that many adults distract.,Lawrence had concealed that all children learn whether many adults distract Donald.,811
812,The companies are concealing that Katherine found out that all teachers liked that art gallery.,The companies are concealing what Katherine found out that all teachers liked.,The companies are concealing that Katherine found out whether all teachers liked that art gallery.,812
813,Jacqueline hasn't known that Winston Churchill conceals that this child wasn't understanding Ronald.,Jacqueline hasn't known who Winston Churchill conceals that this child wasn't understanding.,Jacqueline hasn't known that Winston Churchill conceals whether this child wasn't understanding Ronald.,813
814,Most hospitals remember that Melissa has concealed that the woman didn't discover that ice.,Most hospitals remember what Melissa has concealed that the woman didn't discover.,Most hospitals remember that Melissa has concealed whether the woman didn't discover that ice.,814
815,The government can't conceal that Marcus might conceal that the actress ride the bicycles.,The government can't conceal what Marcus might conceal that the actress ride.,The government can't conceal that Marcus might conceal whether the actress ride the bicycles.,815
816,Drivers realize that that company isn't finding out that every committee watched Beth.,Drivers realize who that company isn't finding out that every committee watched.,Drivers realize that that company isn't finding out whether every committee watched Beth.,816
817,Carmen shouldn't know that Elaine figured out that many boys hated these forks.,Carmen shouldn't know what Elaine figured out that many boys hated.,Carmen shouldn't know that Elaine figured out whether many boys hated these forks.,817
818,Christina discovers that Linda learns that this guest didn't meet Connie.,Christina discovers who Linda learns that this guest didn't meet.,Christina discovers that Linda learns whether this guest didn't meet Connie.,818
819,Most governments forget that Nicole hasn't known that many women help an oncologist.,Most governments forget who Nicole hasn't known that many women help.,Most governments forget that Nicole hasn't known whether many women help an oncologist.,819
820,Many partners discover that all guests learned that the associates drink the beer.,Many partners discover what all guests learned that the associates drink.,Many partners discover that all guests learned whether the associates drink the beer.,820
821,Those handymen were discovering that senators didn't conceal that the customers watch boys.,Those handymen were discovering who senators didn't conceal that the customers watch.,Those handymen were discovering that senators didn't conceal whether the customers watch boys.,821
822,Rebecca hasn't investigated that many guests reveal that many customers are disgusting a partner.,Rebecca hasn't investigated who many guests reveal that many customers are disgusting.,Rebecca hasn't investigated that many guests reveal whether many customers are disgusting a partner.,822
823,William realizes that every lady discovers that some senator held Paula.,William realizes who every lady discovers that some senator held.,William realizes that every lady discovers whether some senator held Paula.,823
824,All girls learned that these senators should learn that those children had exited every library.,All girls learned what these senators should learn that those children had exited.,All girls learned that these senators should learn whether those children had exited every library.,824
825,Gary realized that many men can investigate that that child found this driver.,Gary realized who many men can investigate that that child found.,Gary realized that many men can investigate whether that child found this driver.,825
826,Holly learned that Theresa investigates that this partner should build every bank.,Holly learned what Theresa investigates that this partner should build.,Holly learned that Theresa investigates whether this partner should build every bank.,826
827,That French teacher wasn't forgetting that the Impressionists reveal that most pedestrians boasted about art.,That French teacher wasn't forgetting what the Impressionists reveal that most pedestrians boasted about.,That French teacher wasn't forgetting that the Impressionists reveal whether most pedestrians boasted about art.,827
828,Thomas discovered that Victoria isn't revealing that the university helps Theodore.,Thomas discovered who Victoria isn't revealing that the university helps.,Thomas discovered that Victoria isn't revealing whether the university helps Theodore.,828
829,Every person has figured out that Sonia knew that every student return to some adult.,Every person has figured out who Sonia knew that every student return to.,Every person has figured out that Sonia knew whether every student return to some adult.,829
830,The Lutherans reveal that Richard wouldn't conceal that every senator hasn't eaten a lot of mushrooms.,The Lutherans reveal what Richard wouldn't conceal that every senator hasn't eaten.,The Lutherans reveal that Richard wouldn't conceal whether every senator hasn't eaten a lot of mushrooms.,830
831,Many electricians find out that every university had revealed that some French teachers approached Danielle.,Many electricians find out who every university had revealed that some French teachers approached.,Many electricians find out that every university had revealed whether some French teachers approached Danielle.,831
832,Angela had discovered that Cheryl learns that a waiter hadn't cared for Sarah.,Angela had discovered who Cheryl learns that a waiter hadn't cared for.,Angela had discovered that Cheryl learns whether a waiter hadn't cared for Sarah.,832
833,Alice concealed that this dentist does discover that these girls stuns Brenda.,Alice concealed who this dentist does discover that these girls stuns.,Alice concealed that this dentist does discover whether these girls stuns Brenda.,833
834,The organization concealed that Carlos reveals that this podiatrist throws many bikes.,The organization concealed what Carlos reveals that this podiatrist throws.,The organization concealed that Carlos reveals whether this podiatrist throws many bikes.,834
835,All legislatures investigate that Dawn is realizing that every contractor hadn't described a lot of electricians.,All legislatures investigate who Dawn is realizing that every contractor hadn't described.,All legislatures investigate that Dawn is realizing whether every contractor hadn't described a lot of electricians.,835
836,Jerry remembered that Alan revealed that many actors reference Margaret.,Jerry remembered who Alan revealed that many actors reference.,Jerry remembered that Alan revealed whether many actors reference Margaret.,836
837,These teachers know that Brad reveals that this electrician mess up the malls.,These teachers know what Brad reveals that this electrician mess up.,These teachers know that Brad reveals whether this electrician mess up the malls.,837
838,William wasn't figuring out that this child figures out that that boy hid Alexander.,William wasn't figuring out who this child figures out that that boy hid.,William wasn't figuring out that this child figures out whether that boy hid Alexander.,838
839,Carol had revealed that these tutors discover that the students will mess up some plates.,Carol had revealed what these tutors discover that the students will mess up.,Carol had revealed that these tutors discover whether the students will mess up some plates.,839
840,The Clintons learn that men realize that most guests describes Karen.,The Clintons learn who men realize that most guests describes.,The Clintons learn that men realize whether most guests describes Karen.,840
841,These hospitals find out that Omar was discovering that that teenager clean most art galleries.,These hospitals find out what Omar was discovering that that teenager clean.,These hospitals find out that Omar was discovering whether that teenager clean most art galleries.,841
842,Theresa had remembered that those tutors haven't investigated that the French teacher alarmed a lot of men.,Theresa had remembered who those tutors haven't investigated that the French teacher alarmed.,Theresa had remembered that those tutors haven't investigated whether the French teacher alarmed a lot of men.,842
843,George should conceal that Martha found out that those legislatures draw the hamsters.,George should conceal what Martha found out that those legislatures draw.,George should conceal that Martha found out whether those legislatures draw the hamsters.,843
844,Amelia remembered that Linda hasn't concealed that some waitresses hadn't loved Nicole.,Amelia remembered who Linda hasn't concealed that some waitresses hadn't loved.,Amelia remembered that Linda hasn't concealed whether some waitresses hadn't loved Nicole.,844
845,These associations weren't revealing that Gregory knows that some woman is destroying a lot of dishes.,These associations weren't revealing what Gregory knows that some woman is destroying.,These associations weren't revealing that Gregory knows whether some woman is destroying a lot of dishes.,845
846,Roger didn't reveal that Danielle has known that some pedestrian hadn't disagreed with Bruce.,Roger didn't reveal who Danielle has known that some pedestrian hadn't disagreed with.,Roger didn't reveal that Danielle has known whether some pedestrian hadn't disagreed with Bruce.,846
847,Sabrina wouldn't forget that Denise hasn't revealed that that association fire Steven.,Sabrina wouldn't forget who Denise hasn't revealed that that association fire.,Sabrina wouldn't forget that Denise hasn't revealed whether that association fire Steven.,847
848,Daniel hadn't found out that Naomi had learned that every university couldn't bore Robert.,Daniel hadn't found out who Naomi had learned that every university couldn't bore.,Daniel hadn't found out that Naomi had learned whether every university couldn't bore Robert.,848
849,That dentist forgot that Omar reveals that the guest confused those waitresses.,That dentist forgot who Omar reveals that the guest confused.,That dentist forgot that Omar reveals whether the guest confused those waitresses.,849
850,Theodore would forget that Noah has concealed that these adults do shoot Wayne.,Theodore would forget who Noah has concealed that these adults do shoot.,Theodore would forget that Noah has concealed whether these adults do shoot Wayne.,850
851,Some contractors have known that Robert hadn't forgotten that the schools complain about Allison.,Some contractors have known who Robert hadn't forgotten that the schools complain about.,Some contractors have known that Robert hadn't forgotten whether the schools complain about Allison.,851
852,Theodore would investigate that Donald has remembered that a lot of actresses won't shoot Lori.,Theodore would investigate who Donald has remembered that a lot of actresses won't shoot.,Theodore would investigate that Donald has remembered whether a lot of actresses won't shoot Lori.,852
853,Melanie remembered that Jill investigated that the child wasn't boasting about this melody.,Melanie remembered what Jill investigated that the child wasn't boasting about.,Melanie remembered that Jill investigated whether the child wasn't boasting about this melody.,853
854,These electricians figure out that all ladies aren't figuring out that the guest cleans a lot of grocery stores.,These electricians figure out what all ladies aren't figuring out that the guest cleans.,These electricians figure out that all ladies aren't figuring out whether the guest cleans a lot of grocery stores.,854
855,Heidi hasn't investigated that a lot of dentists reveal that some French teachers hadn't toured most banks.,Heidi hasn't investigated what a lot of dentists reveal that some French teachers hadn't toured.,Heidi hasn't investigated that a lot of dentists reveal whether some French teachers hadn't toured most banks.,855
856,Anna shouldn't learn that the Clintons remember that piano teachers couldn't alarm Natalie.,Anna shouldn't learn who the Clintons remember that piano teachers couldn't alarm.,Anna shouldn't learn that the Clintons remember whether piano teachers couldn't alarm Natalie.,856
857,Laura wasn't remembering that Emily forgets that this committee draws Vanessa.,Laura wasn't remembering who Emily forgets that this committee draws.,Laura wasn't remembering that Emily forgets whether this committee draws Vanessa.,857
858,Some actor realizes that all people realized that some children couldn't confuse some guest.,Some actor realizes who all people realized that some children couldn't confuse.,Some actor realizes that all people realized whether some children couldn't confuse some guest.,858
859,Diana conceals that this piano teacher figures out that some boy wears every coat.,Diana conceals what this piano teacher figures out that some boy wears.,Diana conceals that this piano teacher figures out whether some boy wears every coat.,859
860,Julie is forgetting that Martha had remembered that some dentist has watched Guy.,Julie is forgetting who Martha had remembered that some dentist has watched.,Julie is forgetting that Martha had remembered whether some dentist has watched Guy.,860
861,Associations discover that these organizations reveal that many students made computers.,Associations discover what these organizations reveal that many students made.,Associations discover that these organizations reveal whether many students made computers.,861
862,Randolf hadn't concealed that Dan couldn't discover that the piano teachers buys that water.,Randolf hadn't concealed what Dan couldn't discover that the piano teachers buys.,Randolf hadn't concealed that Dan couldn't discover whether the piano teachers buys that water.,862
863,Janet investigated that those guests would know that most adults aggravates Donna.,Janet investigated who those guests would know that most adults aggravates.,Janet investigated that those guests would know whether most adults aggravates Donna.,863
864,Caroline hadn't found out that Alexander knows that every boy discovers that horse.,Caroline hadn't found out what Alexander knows that every boy discovers.,Caroline hadn't found out that Alexander knows whether every boy discovers that horse.,864
865,French teachers investigate that Melissa found out that handymen aren't bothering that girl.,French teachers investigate who Melissa found out that handymen aren't bothering.,French teachers investigate that Melissa found out whether handymen aren't bothering that girl.,865
866,Theodore discovered that some organization will figure out that senators hadn't driven to an art gallery.,Theodore discovered what some organization will figure out that senators hadn't driven to.,Theodore discovered that some organization will figure out whether senators hadn't driven to an art gallery.,866
867,Chad had known that some actors know that banks purchased this movie theater.,Chad had known what some actors know that banks purchased.,Chad had known that some actors know whether banks purchased this movie theater.,867
868,Most guests learn that many piano teachers revealed that universities helped Ella.,Most guests learn who many piano teachers revealed that universities helped.,Most guests learn that many piano teachers revealed whether universities helped Ella.,868
869,This doctor forgets that many students figure out that the adults like some boy.,This doctor forgets who many students figure out that the adults like.,This doctor forgets that many students figure out whether the adults like some boy.,869
870,Victoria has concealed that a lot of waitresses know that a lot of customers investigate Maria.,Victoria has concealed who a lot of waitresses know that a lot of customers investigate.,Victoria has concealed that a lot of waitresses know whether a lot of customers investigate Maria.,870
871,Guests do learn that a lot of guests remember that these senators might repair every car.,Guests do learn what a lot of guests remember that these senators might repair.,Guests do learn that a lot of guests remember whether these senators might repair every car.,871
872,Renee discovers that Peter was learning that every guy hadn't embarrassed Valerie.,Renee discovers who Peter was learning that every guy hadn't embarrassed.,Renee discovers that Peter was learning whether every guy hadn't embarrassed Valerie.,872
873,Some dancers do forget that most girls weren't remembering that the teacher caught Martin.,Some dancers do forget who most girls weren't remembering that the teacher caught.,Some dancers do forget that most girls weren't remembering whether the teacher caught Martin.,873
874,Cynthia wasn't remembering that David had figured out that these customers sold a turtle.,Cynthia wasn't remembering what David had figured out that these customers sold.,Cynthia wasn't remembering that David had figured out whether these customers sold a turtle.,874
875,Heather discovered that Jerry investigates that every bank visit Tiffany.,Heather discovered who Jerry investigates that every bank visit.,Heather discovered that Jerry investigates whether every bank visit Tiffany.,875
876,Samuel was discovering that a lot of guests find out that a lot of electricians had worried Sonia.,Samuel was discovering who a lot of guests find out that a lot of electricians had worried.,Samuel was discovering that a lot of guests find out whether a lot of electricians had worried Sonia.,876
877,Emily forgot that Wendy discovers that this podiatrist bent that couch.,Emily forgot what Wendy discovers that this podiatrist bent.,Emily forgot that Wendy discovers whether this podiatrist bent that couch.,877
878,Most pedestrians forget that Brad isn't concealing that the companies respected the grocery store.,Most pedestrians forget what Brad isn't concealing that the companies respected.,Most pedestrians forget that Brad isn't concealing whether the companies respected the grocery store.,878
879,Paula conceals that this waiter finds out that every girl alarm Omar.,Paula conceals who this waiter finds out that every girl alarm.,Paula conceals that this waiter finds out whether every girl alarm Omar.,879
880,Lisa would learn that Allison doesn't forget that the museum is cleaning some skateboards.,Lisa would learn what Allison doesn't forget that the museum is cleaning.,Lisa would learn that Allison doesn't forget whether the museum is cleaning some skateboards.,880
881,The banks learned that some hospitals realize that most actors make those cars.,The banks learned what some hospitals realize that most actors make.,The banks learned that some hospitals realize whether most actors make those cars.,881
882,Most dentists find out that Lori has known that the actresses hadn't forgiven Jennifer.,Most dentists find out who Lori has known that the actresses hadn't forgiven.,Most dentists find out that Lori has known whether the actresses hadn't forgiven Jennifer.,882
883,A lot of legislatures are investigating that Kevin revealed that the association does clean these shoes.,A lot of legislatures are investigating what Kevin revealed that the association does clean.,A lot of legislatures are investigating that Kevin revealed whether the association does clean these shoes.,883
884,Many lawyers learn that these banks conceal that many associations discusses a boy.,Many lawyers learn who these banks conceal that many associations discusses.,Many lawyers learn that these banks conceal whether many associations discusses a boy.,884
885,Those pedestrians learned that every lady finds out that the bank listens to Judy.,Those pedestrians learned who every lady finds out that the bank listens to.,Those pedestrians learned that every lady finds out whether the bank listens to Judy.,885
886,Carrie hasn't remembered that Linda learns that this contractor likes some senator.,Carrie hasn't remembered who Linda learns that this contractor likes.,Carrie hasn't remembered that Linda learns whether this contractor likes some senator.,886
887,The women remember that that girl isn't concealing that this person impresses Heidi.,The women remember who that girl isn't concealing that this person impresses.,The women remember that that girl isn't concealing whether this person impresses Heidi.,887
888,A government revealed that some customers discovered that some associate hug Claire.,A government revealed who some customers discovered that some associate hug.,A government revealed that some customers discovered whether some associate hug Claire.,888
889,Helen could realize that Kimberley concealed that these banks know Jason.,Helen could realize who Kimberley concealed that these banks know.,Helen could realize that Kimberley concealed whether these banks know Jason.,889
890,Most governments discover that Deanna wouldn't reveal that that child isn't exploring this art gallery.,Most governments discover what Deanna wouldn't reveal that that child isn't exploring.,Most governments discover that Deanna wouldn't reveal whether that child isn't exploring this art gallery.,890
891,Ronald won't know that Kenneth hadn't remembered that the senators steals this money.,Ronald won't know what Kenneth hadn't remembered that the senators steals.,Ronald won't know that Kenneth hadn't remembered whether the senators steals this money.,891
892,Jennifer will forget that Carlos didn't forget that pedestrians purchases some fish.,Jennifer will forget what Carlos didn't forget that pedestrians purchases.,Jennifer will forget that Carlos didn't forget whether pedestrians purchases some fish.,892
893,Carl reveals that Wayne isn't learning that these senators have exited these mountains.,Carl reveals what Wayne isn't learning that these senators have exited.,Carl reveals that Wayne isn't learning whether these senators have exited these mountains.,893
894,Donald hadn't forgotten that Lisa wasn't remembering that an actress couldn't spend the checks.,Donald hadn't forgotten what Lisa wasn't remembering that an actress couldn't spend.,Donald hadn't forgotten that Lisa wasn't remembering whether an actress couldn't spend the checks.,894
895,Some doctors forget that every guest learned that a lot of guests didn't sweep rooms.,Some doctors forget what every guest learned that a lot of guests didn't sweep.,Some doctors forget that every guest learned whether a lot of guests didn't sweep rooms.,895
896,Meredith discovers that Larry hadn't learned that those patients looks like the drawing.,Meredith discovers what Larry hadn't learned that those patients looks like.,Meredith discovers that Larry hadn't learned whether those patients looks like the drawing.,896
897,Some adults don't figure out that some student might conceal that those men talked about some guy.,Some adults don't figure out who some student might conceal that those men talked about.,Some adults don't figure out that some student might conceal whether those men talked about some guy.,897
898,Laura was revealing that the organization might conceal that these libraries took coats.,Laura was revealing what the organization might conceal that these libraries took.,Laura was revealing that the organization might conceal whether these libraries took coats.,898
899,Some lawyers forget that the Clintons figure out that those companies hadn't driven those trucks.,Some lawyers forget what the Clintons figure out that those companies hadn't driven.,Some lawyers forget that the Clintons figure out whether those companies hadn't driven those trucks.,899
900,The men learn that those adults aren't realizing that all governments distracted the dentist.,The men learn who those adults aren't realizing that all governments distracted.,The men learn that those adults aren't realizing whether all governments distracted the dentist.,900
901,Many partners investigate that Carlos reveals that the museum kisses a guy.,Many partners investigate who Carlos reveals that the museum kisses.,Many partners investigate that Carlos reveals whether the museum kisses a guy.,901
902,Melissa could find out that that customer would learn that some man drinks this soda.,Melissa could find out what that customer would learn that some man drinks.,Melissa could find out that that customer would learn whether some man drinks this soda.,902
903,Victoria forgets that those teenagers find out that the guests stuns those oncologists.,Victoria forgets who those teenagers find out that the guests stuns.,Victoria forgets that those teenagers find out whether the guests stuns those oncologists.,903
904,A boy had known that Theresa was forgetting that every university work with the Impressionists.,A boy had known who Theresa was forgetting that every university work with.,A boy had known that Theresa was forgetting whether every university work with the Impressionists.,904
905,Jill conceals that Vanessa has remembered that many boys flee from Marie.,Jill conceals who Vanessa has remembered that many boys flee from.,Jill conceals that Vanessa has remembered whether many boys flee from Marie.,905
906,Jill figures out that some driver has revealed that these hairdressers were meeting Christina.,Jill figures out who some driver has revealed that these hairdressers were meeting.,Jill figures out that some driver has revealed whether these hairdressers were meeting Christina.,906
907,Dana wouldn't figure out that Karen wouldn't learn that some tutor heal Carmen.,Dana wouldn't figure out who Karen wouldn't learn that some tutor heal.,Dana wouldn't figure out that Karen wouldn't learn whether some tutor heal Carmen.,907
