,np_that,np_wh,pairID
683,Natalie discovered that some senator who hugs Aaron wouldn't confuse some oncologist.,Natalie discovered who some senator who hugs Aaron wouldn't confuse.,683
684,Most French teachers remembered that all plays what had disagreed with some book bore Janet.,Most French teachers remembered who all plays what had disagreed with some book bore.,684
685,Sabrina learns that some waiter who hid every vase has approached Eric.,Sabrina learns who some waiter who hid every vase has approached.,685
686,Timothy investigated that a driver who will purchase these newspaper articles hadn't dropped by many movie theaters.,Timothy investigated what a driver who will purchase these newspaper articles hadn't dropped by.,686
687,Joel has investigated that the patient who can buy a lot of public parks hadn't boycotted Harvard University.,Joel has investigated what the patient who can buy a lot of public parks hadn't boycotted.,687
688,Marie figured out that the French teacher who is talking about Guy hindered Lawrence.,Marie figured out who the French teacher who is talking about Guy hindered.,688
689,Some tutor wasn't finding out that many senators who were escaping from those closets have held these chairs.,Some tutor wasn't finding out what many senators who were escaping from those closets have held.,689
690,Rodney figures out that every waiter who hadn't eaten the apple revealed Ella.,Rodney figures out who every waiter who hadn't eaten the apple revealed.,690
691,Julia reveals that those turtles what haven't found Katherine shocked Melanie.,Julia reveals who those turtles what haven't found Katherine shocked.,691
692,These hospitals conceal that this student who couldn't sell that light had hidden steps.,These hospitals conceal what this student who couldn't sell that light had hidden.,692
693,Meredith had learned that those French teachers who aren't running around every high school found some tea.,Meredith had learned what those French teachers who aren't running around every high school found.,693
694,The Impressionists have figured out that the woman who had purchased those pictures isn't cleaning this mushroom.,The Impressionists have figured out what the woman who had purchased those pictures isn't cleaning.,694
695,Carlos revealed that the guys who hugged Carmen had biked to all high schools.,Carlos revealed what the guys who hugged Carmen had biked to.,695
696,That actress would find out that many alumni who build malls hadn't kept some movie theater.,That actress would find out what many alumni who build malls hadn't kept.,696
697,Travis has remembered that most customers who shouldn't reference Winston Churchill aren't catching Russell.,Travis has remembered who most customers who shouldn't reference Winston Churchill aren't catching.,697
698,That company isn't realizing that many tutors who talk about the actors don't hinder Brenda.,That company isn't realizing who many tutors who talk about the actors don't hinder.,698
699,Joel hadn't known that these men who choose many donations stun the girl.,Joel hadn't known who these men who choose many donations stun.,699
700,Noah concealed that the adult who is hearing some guy hasn't argued about Caroline.,Noah concealed who the adult who is hearing some guy hasn't argued about.,700
701,Some universities didn't figure out that these handymen who reveal Ronald concealed Melanie.,Some universities didn't figure out who these handymen who reveal Ronald concealed.,701
702,Stephen forgets that the partner who attacks Dawn doesn't disgust the Clintons.,Stephen forgets who the partner who attacks Dawn doesn't disgust.,702
703,The Lutherans haven't revealed that a boy who was teaching Pamela has ridden all carts.,The Lutherans haven't revealed what a boy who was teaching Pamela has ridden.,703
704,Melanie figured out that this patient who wasn't healing Cynthia descended that hill.,Melanie figured out what this patient who wasn't healing Cynthia descended.,704
705,Martin figures out that a guest who isn't purchasing this apple might shoot George.,Martin figures out who a guest who isn't purchasing this apple might shoot.,705
706,A lot of ladies investigated that the schools what respect Sharon should annoy Kevin.,A lot of ladies investigated who the schools what respect Sharon should annoy.,706
707,These teachers forget that the teacher who referenced Judy did observe these doctors.,These teachers forget who the teacher who referenced Judy did observe.,707
708,Most dancers weren't learning that every tutor who criticizes Ronald wasn't scaring Adam.,Most dancers weren't learning who every tutor who criticizes Ronald wasn't scaring.,708
709,Gina is investigating that most tutors who listened to Kirsten are drawing all horses.,Gina is investigating what most tutors who listened to Kirsten are drawing.,709
710,Emily has concealed that a tune what had helped Jennifer isn't distracting Christina.,Emily has concealed who a tune what had helped Jennifer isn't distracting.,710
711,Karen wasn't learning that a waiter who boycotted the school boycotted that library.,Karen wasn't learning what a waiter who boycotted the school boycotted.,711
712,Martin did find out that some contractor who is astounding Allison is researching photographs.,Martin did find out what some contractor who is astounding Allison is researching.,712
713,Noah concealed that many patients who have grown some cucumber examined this play.,Noah concealed what many patients who have grown some cucumber examined.,713
714,Kathleen has found out that some lawyer who hasn't revealed Gregory biked to every bank.,Kathleen has found out what some lawyer who hasn't revealed Gregory biked to.,714
715,This actress does investigate that an actress who appreciates Brenda messed up the banks.,This actress does investigate what an actress who appreciates Brenda messed up.,715
716,Patricia found out that most socks what impress some patients had overwhelmed Naomi.,Patricia found out who most socks what impress some patients had overwhelmed.,716
717,A French teacher learned that the doctors who haven't drunk the juice astounded most dentists.,A French teacher learned who the doctors who haven't drunk the juice astounded.,717
718,That senator investigated that these schools what chose some bicycles hadn't distracted Ellen.,That senator investigated who these schools what chose some bicycles hadn't distracted.,718
719,Pamela might find out that that patient who shouldn't fight Gerald caught Lawrence.,Pamela might find out who that patient who shouldn't fight Gerald caught.,719
720,Robert realizes that many oncologists who understand Daniel shouldn't return to these men.,Robert realizes who many oncologists who understand Daniel shouldn't return to.,720
721,All legislatures were finding out that every lamp what shouldn't hinder Cynthia was distracting Colleen.,All legislatures were finding out who every lamp what shouldn't hinder Cynthia was distracting.,721
722,Eva revealed that these senators who can hold the raft held Samuel.,Eva revealed who these senators who can hold the raft held.,722
723,Most waitresses know that that student who has made that plane investigates Caroline.,Most waitresses know who that student who has made that plane investigates.,723
724,Brian remembers that the patient who appreciates Andrew builds most grocery stores.,Brian remembers what the patient who appreciates Andrew builds.,724
725,A lot of waiters couldn't investigate that many hairdressers who climb up mountains aren't disagreeing with Chad.,A lot of waiters couldn't investigate who many hairdressers who climb up mountains aren't disagreeing with.,725
726,Stephanie can reveal that most guests who flee from Leslie have talked about Edward.,Stephanie can reveal who most guests who flee from Leslie have talked about.,726
727,Jennifer did find out that that eye what distracts Sheila hindered Gregory.,Jennifer did find out who that eye what distracts Sheila hindered.,727
728,Sabrina concealed that those guys who shake Robert are passing some hospitals.,Sabrina concealed what those guys who shake Robert are passing.,728
729,Brenda remembered that all girls who meet some waiter might visit some lawyers.,Brenda remembered who all girls who meet some waiter might visit.,729
730,Carmen hadn't discovered that all electricians who haven't hated that art gallery had remembered some cafe.,Carmen hadn't discovered what all electricians who haven't hated that art gallery had remembered.,730
731,Pedestrians will remember that this school what listens to these oncologists is insulting those guests.,Pedestrians will remember who this school what listens to these oncologists is insulting.,731
732,The Impressionists know that many girls who hold Bill hadn't kept the dishes.,The Impressionists know what many girls who hold Bill hadn't kept.,732
733,Holly couldn't remember that the dentist who caught Donald heard those drivers.,Holly couldn't remember who the dentist who caught Donald heard.,733
734,Some waitress has known that this newspaper article what disagrees with Maria looks like some paintings.,Some waitress has known what this newspaper article what disagrees with Maria looks like.,734
735,Stephen hasn't concealed that a child who was fixing every ship wasn't striking Kristen.,Stephen hasn't concealed who a child who was fixing every ship wasn't striking.,735
736,Melanie finds out that that piano teacher who cares for John had kept the car.,Melanie finds out what that piano teacher who cares for John had kept.,736
737,Katherine hadn't discovered that that guest who disliked George embarrasses Daniel.,Katherine hadn't discovered who that guest who disliked George embarrasses.,737
738,Those lawyers figure out that many deer what were descending this hill overwhelm Brett.,Those lawyers figure out who many deer what were descending this hill overwhelm.,738
739,All doctors learn that most doctors who observe this French teacher cleaned these plates.,All doctors learn what most doctors who observe this French teacher cleaned.,739
740,Edward learns that this ladder what bored Danielle alarms Jeffrey.,Edward learns who this ladder what bored Danielle alarms.,740
741,Most piano teachers investigate that those mouths what were bothering Guy have alarmed Derek.,Most piano teachers investigate who those mouths what were bothering Guy have alarmed.,741
742,The Impressionists revealed that many associates who built that restaurant have arrived at a lot of closets.,The Impressionists revealed what many associates who built that restaurant have arrived at.,742
743,Diane hadn't found out that the guys who shouldn't hire Elaine stole that ship.,Diane hadn't found out what the guys who shouldn't hire Elaine stole.,743
744,Mitchell learned that the contractor who is noticing newspaper articles isn't referencing some partner.,Mitchell learned who the contractor who is noticing newspaper articles isn't referencing.,744
745,The pedestrian conceals that actors who hadn't passed a lot of museums did upset Beth.,The pedestrian conceals who actors who hadn't passed a lot of museums did upset.,745
746,Diana isn't revealing that every offspring who has hugged Charles might skate around a hospital.,Diana isn't revealing what every offspring who has hugged Charles might skate around.,746
747,Jane is forgetting that those senators who talked about the boy teach Catherine.,Jane is forgetting who those senators who talked about the boy teach.,747
748,Carrie hadn't forgotten that some doctor who isn't bending these skateboards wasn't walking through a lot of restaurants.,Carrie hadn't forgotten what some doctor who isn't bending these skateboards wasn't walking through.,748
749,Victoria won't conceal that some teachers who worked with Laura get every canoe.,Victoria won't conceal what some teachers who worked with Laura get.,749
750,Many libraries conceal that a lot of students who teach Lawrence got every couch.,Many libraries conceal what a lot of students who teach Lawrence got.,750
751,Theresa was forgetting that most associates who are finding Jerry hadn't questioned Alice.,Theresa was forgetting who most associates who are finding Jerry hadn't questioned.,751
752,The library remembers that an actress who drops by Spain is disturbing Liam.,The library remembers who an actress who drops by Spain is disturbing.,752
753,Heidi is learning that most dentists who weren't understanding Janice haven't found a boy.,Heidi is learning who most dentists who weren't understanding Janice haven't found.,753
754,Holly couldn't figure out that some actors who have forgiven some associates grew the cucumbers.,Holly couldn't figure out what some actors who have forgiven some associates grew.,754
755,Some government can figure out that a lot of partners who skate around those libraries aren't thinking about a lot of rugs.,Some government can figure out what a lot of partners who skate around those libraries aren't thinking about.,755
756,Judy investigates that some door what didn't stun this patient hasn't shocked most banks.,Judy investigates what some door what didn't stun this patient hasn't shocked.,756
757,A lot of podiatrists find out that those students who aren't meeting Scott wouldn't shoot Karen.,A lot of podiatrists find out who those students who aren't meeting Scott wouldn't shoot.,757
758,All actors remember that this offspring who has appreciated Andrea wasn't forgiving most hairdressers.,All actors remember who this offspring who has appreciated Andrea wasn't forgiving.,758
759,These handymen remember that theses what disagree with Dawn were bothering Renee.,These handymen remember who theses what disagree with Dawn were bothering.,759
760,Some hospitals remember that most dishes what astound Patricia were bothering this hospital.,Some hospitals remember what most dishes what astound Patricia were bothering.,760
761,Laura remembered that that adult who exits every grocery store isn't taking these dresses.,Laura remembered what that adult who exits every grocery store isn't taking.,761
762,Lawrence couldn't learn that some man who messes up every grocery store hadn't loved many lakes.,Lawrence couldn't learn what some man who messes up every grocery store hadn't loved.,762
763,Amy concealed that most oncologists who had broken a lot of bikes have confused Sonia.,Amy concealed who most oncologists who had broken a lot of bikes have confused.,763
764,Pamela is discovering that the books what have stunned Dana had disturbed the dentist.,Pamela is discovering who the books what have stunned Dana had disturbed.,764
765,Many museums learn that some child who doesn't climb up those hills drove some planes.,Many museums learn what some child who doesn't climb up those hills drove.,765
766,Claire remembered that pedestrians who discovered William spent some coins.,Claire remembered what pedestrians who discovered William spent.,766
767,Tracy figured out that every French teacher who fires Jason had taken all checks.,Tracy figured out what every French teacher who fires Jason had taken.,767
768,Sarah realized that a lot of waiters who draw Colleen couldn't criticize Michael.,Sarah realized who a lot of waiters who draw Colleen couldn't criticize.,768
769,Every government forgot that a lot of girls who aren't striking Daniel haven't approached every tutor.,Every government forgot who a lot of girls who aren't striking Daniel haven't approached.,769
770,The girl revealed that that dentist who discovered Donald leads Rose.,The girl revealed who that dentist who discovered Donald leads.,770
771,Alan conceals that this guest who was finding a high school does bring the couches.,Alan conceals what this guest who was finding a high school does bring.,771
772,Allison didn't remember that most guys who have arrived at a lot of restaurants have exited some bank.,Allison didn't remember what most guys who have arrived at a lot of restaurants have exited.,772
773,Some senators figure out that that alumnus who isn't throwing many mirrors is visiting Gary.,Some senators figure out who that alumnus who isn't throwing many mirrors is visiting.,773
774,Steven wasn't revealing that those adults who saw that ice cream hadn't purchased skirts.,Steven wasn't revealing what those adults who saw that ice cream hadn't purchased.,774
775,Some associations find out that many electricians who freeze soda will drive to a closet.,Some associations find out what many electricians who freeze soda will drive to.,775
776,These students know that the beers what aren't astounding Todd can't look like the photographs.,These students know what the beers what aren't astounding Todd can't look like.,776
777,Rachel realizes that this public park what alarms Derek looks like these drawings.,Rachel realizes what this public park what alarms Derek looks like.,777
778,Tamara didn't figure out that a lot of committees what had liked Timothy had spent most donations.,Tamara didn't figure out what a lot of committees what had liked Timothy had spent.,778
779,Men aren't concealing that all tutors who bit every waitress have talked to the Impressionists.,Men aren't concealing who all tutors who bit every waitress have talked to.,779
780,Harvard University hasn't realized that every doctor who exits these college campuses won't attack the podiatrists.,Harvard University hasn't realized who every doctor who exits these college campuses won't attack.,780
781,Omar investigates that associates who wouldn't sell every fork resembled those drawings.,Omar investigates what associates who wouldn't sell every fork resembled.,781
782,A lot of boys aren't remembering that every lady who is lighting some candle bought most eyes.,A lot of boys aren't remembering what every lady who is lighting some candle bought.,782
783,The Lutherans forget that most ladies who help Theodore are boring Diana.,The Lutherans forget who most ladies who help Theodore are boring.,783
784,Jacqueline knows that some lawyers who had discovered the Balkans hadn't looked like this drawing.,Jacqueline knows what some lawyers who had discovered the Balkans hadn't looked like.,784
785,Carolyn conceals that this man who alarms Samuel has hated Alan.,Carolyn conceals who this man who alarms Samuel has hated.,785
786,These oncologists figure out that the customer who wasn't concealing Veronica insults Kendra.,These oncologists figure out who the customer who wasn't concealing Veronica insults.,786
787,Helen investigates that many offspring who eat some peppers climb down the mountain.,Helen investigates what many offspring who eat some peppers climb down.,787
788,This teacher discovered that some newspaper article what hadn't disagreed with waiters aggravates this university.,This teacher discovered what some newspaper article what hadn't disagreed with waiters aggravates.,788
789,Vincent doesn't forget that the waitresses who see this child write some essay.,Vincent doesn't forget what the waitresses who see this child write.,789
790,A legislature figures out that that paralysis what doesn't bore Vanessa can't bother some banks.,A legislature figures out what that paralysis what doesn't bore Vanessa can't bother.,790
791,These dancers were concealing that every offspring who hasn't fled from Ellen bothered Timothy.,These dancers were concealing who every offspring who hasn't fled from Ellen bothered.,791
792,The oncologists remember that a partner who passes a mall heals Margaret.,The oncologists remember who a partner who passes a mall heals.,792
793,That hairdresser isn't forgetting that that electrician who concealed the slopes shoots Margaret.,That hairdresser isn't forgetting who that electrician who concealed the slopes shoots.,793
794,Some company had forgotten that the eye what bothers Carmen hurts Sonia.,Some company had forgotten who the eye what bothers Carmen hurts.,794
795,Barbara does discover that the drawing what shouldn't look like the Lutherans isn't aggravating Sandra.,Barbara does discover who the drawing what shouldn't look like the Lutherans isn't aggravating.,795
796,Piano teachers haven't concealed that the girl who described Dennis has helped every doctor.,Piano teachers haven't concealed who the girl who described Dennis has helped.,796
797,Many organizations won't discover that a lot of tutors who talked about some movie theater had bent some bikes.,Many organizations won't discover what a lot of tutors who talked about some movie theater had bent.,797
798,Many organizations investigate that every adult who could lose this library hadn't seen a shoe.,Many organizations investigate what every adult who could lose this library hadn't seen.,798
799,Every bank forgets that that man who has listened to Angela spent some checks.,Every bank forgets what that man who has listened to Angela spent.,799
800,Rebecca had forgotten that many guests who were escaping from Mary discussed every essay.,Rebecca had forgotten what many guests who were escaping from Mary discussed.,800
801,Rachel revealed that these associates who leave Victoria weren't hugging Diane.,Rachel revealed who these associates who leave Victoria weren't hugging.,801
802,Vincent does reveal that this teacher who is writing a commentary isn't approaching Kevin.,Vincent does reveal who this teacher who is writing a commentary isn't approaching.,802
803,Students conceal that that computer what does disgust Margaret hindered those committees.,Students conceal what that computer what does disgust Margaret hindered.,803
804,A lot of associates conceal that some guest who would astound Beth hadn't struck Claire.,A lot of associates conceal who some guest who would astound Beth hadn't struck.,804
805,Some guests investigate that a lot of men who weren't skating around that movie theater criticize that hospital.,Some guests investigate what a lot of men who weren't skating around that movie theater criticize.,805
806,Christopher couldn't conceal that an offspring who holds that person watched some waitress.,Christopher couldn't conceal who an offspring who holds that person watched.,806
807,The library was investigating that every candle what can hurt Jacqueline wasn't aggravating Timothy.,The library was investigating who every candle what can hurt Jacqueline wasn't aggravating.,807
808,Sarah discovered that that synopsis what would bother these customers has hurt Denise.,Sarah discovered who that synopsis what would bother these customers has hurt.,808
809,Todd has remembered that most coins what did upset the French teacher aid Sabrina.,Todd has remembered who most coins what did upset the French teacher aid.,809
810,Kevin discovered that most alumni who hire Stacey are skating around many museums.,Kevin discovered what most alumni who hire Stacey are skating around.,810
811,Those guests knew that the child who boycotts the restaurant bought that glass.,Those guests knew what the child who boycotts the restaurant bought.,811
812,Michael wasn't realizing that these pictures what impressed Claire have overwhelmed Russell.,Michael wasn't realizing who these pictures what impressed Claire have overwhelmed.,812
813,These doctors figure out that most commentaries what help most waiters disagreed with Carl.,These doctors figure out who most commentaries what help most waiters disagreed with.,813
814,Steven should conceal that every bank what doesn't hire every actor forgave Carol.,Steven should conceal who every bank what doesn't hire every actor forgave.,814
815,The actress figures out that many oncologists who destroy the couch met Jodi.,The actress figures out who many oncologists who destroy the couch met.,815
816,Every senator figured out that some companies what distracted Allison disturb this student.,Every senator figured out who some companies what distracted Allison disturb.,816
817,The Lutherans learn that every waiter who cured Emily would light the spotlights.,The Lutherans learn what every waiter who cured Emily would light.,817
818,Most doctors do forget that these deer what scared Mary won't climb down every mountain.,Most doctors do forget what these deer what scared Mary won't climb down.,818
819,Adam hasn't remembered that the partner who wasn't skating around every museum spends most coins.,Adam hasn't remembered what the partner who wasn't skating around every museum spends.,819
820,Rebecca hadn't revealed that some doctor who leads Liam isn't stunning the contractor.,Rebecca hadn't revealed who some doctor who leads Liam isn't stunning.,820
821,Theodore wouldn't conceal that a synopsis what hadn't praised Peter overwhelms this podiatrist.,Theodore wouldn't conceal who a synopsis what hadn't praised Peter overwhelms.,821
822,Sharon will learn that that actress who knows the Impressionists buys some newspaper article.,Sharon will learn what that actress who knows the Impressionists buys.,822
823,Daniel knows that some coins what aren't helping Lisa had embarrassed Michael.,Daniel knows who some coins what aren't helping Lisa had embarrassed.,823
824,Alice can figure out that the customer who observes Susan bought most skirts.,Alice can figure out what the customer who observes Susan bought.,824
825,A lot of senators reveal that all partners who skate around a bank can't mess up a lot of museums.,A lot of senators reveal what all partners who skate around a bank can't mess up.,825
826,A lot of partners investigate that some pedestrian who is sinking that raft wasn't lighting that projector.,A lot of partners investigate what some pedestrian who is sinking that raft wasn't lighting.,826
827,The French teachers should remember that some adults who exposed many lawyers won't love a partner.,The French teachers should remember who some adults who exposed many lawyers won't love.,827
828,Gregory learns that that waitress who couldn't reveal Leslie doesn't bring some skirts.,Gregory learns what that waitress who couldn't reveal Leslie doesn't bring.,828
829,That woman isn't finding out that those French teachers who sank most canoes alarmed Jennifer.,That woman isn't finding out who those French teachers who sank most canoes alarmed.,829
830,Many banks remember that every person who fixes this chair passed a hill.,Many banks remember what every person who fixes this chair passed.,830
831,The Impressionists conceal that most waiters who are attacking Tara should purchase the hospital.,The Impressionists conceal what most waiters who are attacking Tara should purchase.,831
832,Mitchell investigated that every light what won't annoy Andrew scared Kristin.,Mitchell investigated who every light what won't annoy Andrew scared.,832
833,Some dancer is figuring out that all contractors who returned to those drivers are discovering cash.,Some dancer is figuring out what all contractors who returned to those drivers are discovering.,833
834,Gina wasn't remembering that these children who hide Maria spent some coins.,Gina wasn't remembering what these children who hide Maria spent.,834
835,Elaine learned that those alumni who could examine some story visited Laura.,Elaine learned who those alumni who could examine some story visited.,835
836,Many doctors investigate that some woman who couldn't reference Holly had met Ann.,Many doctors investigate who some woman who couldn't reference Holly had met.,836
837,Patrick would conceal that men who don't approach Tanya can't astound Anna.,Patrick would conceal who men who don't approach Tanya can't astound.,837
838,Every tutor remembered that some girls who aren't forgiving most contractors impressed Connie.,Every tutor remembered who some girls who aren't forgiving most contractors impressed.,838
839,A lot of waitresses will forget that all contractors who haven't written that commentary hadn't climbed up those mountains.,A lot of waitresses will forget what all contractors who haven't written that commentary hadn't climbed up.,839
840,That child reveals that those actors who sing that ballad will teach Tiffany.,That child reveals who those actors who sing that ballad will teach.,840
841,Elaine wouldn't figure out that some oncologist who heals that hairdresser has sung those arias.,Elaine wouldn't figure out what some oncologist who heals that hairdresser has sung.,841
842,Martha discovered that the waitresses who have repaired these rafts should watch Timothy.,Martha discovered who the waitresses who have repaired these rafts should watch.,842
843,Vanessa would realize that the organizations what wouldn't like carriages distracted Carlos.,Vanessa would realize who the organizations what wouldn't like carriages distracted.,843
844,Gary discovered that the doctors who hadn't ridden the bike have taken all birds.,Gary discovered what the doctors who hadn't ridden the bike have taken.,844
845,Some guests know that that associate who hasn't kept these shirts hasn't met Laura.,Some guests know who that associate who hasn't kept these shirts hasn't met.,845
846,Theodore would reveal that this partner who is driving to all cafes forgave Angela.,Theodore would reveal who this partner who is driving to all cafes forgave.,846
847,A lot of electricians remember that this offspring who concealed Teresa spent the donations.,A lot of electricians remember what this offspring who concealed Teresa spent.,847
848,Sonia could know that a lot of guests who did take every glacier lifted every glass.,Sonia could know what a lot of guests who did take every glacier lifted.,848
849,Jessica remembers that that hairdresser who didn't lead Randolf could climb down slopes.,Jessica remembers what that hairdresser who didn't lead Randolf could climb down.,849
850,That lawyer remembered that some oncologists who have explored some public park clean those banks.,That lawyer remembered what some oncologists who have explored some public park clean.,850
851,Jill might learn that some hairdresser who hadn't driven that cart aggravated Diana.,Jill might learn who some hairdresser who hadn't driven that cart aggravated.,851
852,The Impressionists discover that those ladies who don't break that screen won't skate around Spain.,The Impressionists discover what those ladies who don't break that screen won't skate around.,852
853,Anne figures out that those offspring who aren't observing a lot of actresses have walked through these restaurants.,Anne figures out what those offspring who aren't observing a lot of actresses have walked through.,853
854,Bradley knew that some piano teacher who has fired most boys isn't ascending many hills.,Bradley knew what some piano teacher who has fired most boys isn't ascending.,854
855,Judy finds out that doctors who aren't buying every car sold a lot of rivers.,Judy finds out what doctors who aren't buying every car sold.,855
856,Every actor had remembered that this driver who has taught Dennis does wear every sock.,Every actor had remembered what this driver who has taught Dennis does wear.,856
857,Paul was finding out that those organizations what are praising Tracy wouldn't remember this oncologist.,Paul was finding out who those organizations what are praising Tracy wouldn't remember.,857
858,Tracy discovers that many waitresses who impress an organization hadn't aggravated Rebecca.,Tracy discovers who many waitresses who impress an organization hadn't aggravated.,858
859,A lot of committees investigate that those lights what might hurt Cynthia annoyed the legislature.,A lot of committees investigate what those lights what might hurt Cynthia annoyed.,859
860,Sandra does discover that the teenager who repaired some screen couldn't admire Alexander.,Sandra does discover who the teenager who repaired some screen couldn't admire.,860
861,Kevin investigates that the guest who wouldn't write that commentary wasn't examining the report.,Kevin investigates what the guest who wouldn't write that commentary wasn't examining.,861
862,The Lutherans remember that some child who hasn't run around some lake watches Curtis.,The Lutherans remember who some child who hasn't run around some lake watches.,862
863,Janice is revealing that a guest who can't overwhelm Carlos isn't holding some lawyer.,Janice is revealing who a guest who can't overwhelm Carlos isn't holding.,863
864,Renee hadn't figured out that a lot of offspring who have resembled most drawings haven't sung those arias.,Renee hadn't figured out what a lot of offspring who have resembled most drawings haven't sung.,864
865,Peter had discovered that cats what resemble this drawing weren't impressing many hospitals.,Peter had discovered what cats what resemble this drawing weren't impressing.,865
866,These guests were figuring out that every child who hated music tears every sock.,These guests were figuring out what every child who hated music tears.,866
867,Andrea shouldn't investigate that the teachers who skate around some river hadn't helped Bruce.,Andrea shouldn't investigate who the teachers who skate around some river hadn't helped.,867
868,Russell can forget that every actress who questioned Melissa disturbed these waitresses.,Russell can forget who every actress who questioned Melissa disturbed.,868
869,A lot of associations could discover that a guest who did arrive at this hospital wasn't boycotting every university.,A lot of associations could discover what a guest who did arrive at this hospital wasn't boycotting.,869
870,Dawn remembered that a bank what hadn't worked with Cynthia astounds some lady.,Dawn remembered who a bank what hadn't worked with Cynthia astounds.,870
871,The organizations forget that men who didn't wear those socks understand Curtis.,The organizations forget who men who didn't wear those socks understand.,871
872,The French teacher had investigated that many lawyers who wouldn't complain about Natalie weren't disagreeing with Bethany.,The French teacher had investigated who many lawyers who wouldn't complain about Natalie weren't disagreeing with.,872
873,Many guests reveal that synopses what criticize Joseph haven't overwhelmed some customer.,Many guests reveal who synopses what criticize Joseph haven't overwhelmed.,873
874,Emily had investigated that some socks what should resemble many photographs bore this adult.,Emily had investigated who some socks what should resemble many photographs bore.,874
875,A lot of men realize that a skateboard what had bored Carolyn shocked Debra.,A lot of men realize who a skateboard what had bored Carolyn shocked.,875
876,Raymond had found out that every dentist who isn't going to the bank had that car.,Raymond had found out what every dentist who isn't going to the bank had.,876
877,Martin conceals that every coat what hurts Barbara alarms Elizabeth.,Martin conceals who every coat what hurts Barbara alarms.,877
878,Committees figure out that an offspring who did bite a child hadn't boycotted Spain.,Committees figure out what an offspring who did bite a child hadn't boycotted.,878
879,Claire revealed that this podiatrist who admired Valerie runs around an art gallery.,Claire revealed what this podiatrist who admired Valerie runs around.,879
880,Omar had remembered that those contractors who did know Alice were kissing Emily.,Omar had remembered who those contractors who did know Alice were kissing.,880
881,Many men had remembered that hairdressers who were fleeing from that river destroy many vases.,Many men had remembered what hairdressers who were fleeing from that river destroy.,881
882,The Clintons learn that a lot of movie theaters what impressed Tanya alarmed Jacqueline.,The Clintons learn who a lot of movie theaters what impressed Tanya alarmed.,882
883,This woman forgot that all parentheses what had aggravated Bradley weren't disturbing Matt.,This woman forgot who all parentheses what had aggravated Bradley weren't disturbing.,883
884,The pedestrians hadn't realized that some girl who sang an opera has upset Amelia.,The pedestrians hadn't realized who some girl who sang an opera has upset.,884
885,Some waiters forget that some offspring who exposed every boy would run around some closet.,Some waiters forget what some offspring who exposed every boy would run around.,885
886,Steven knows that some actresses who can't notice the doctors are skating around every public park.,Steven knows what some actresses who can't notice the doctors are skating around.,886
887,These ladies conceal that every guest who has visited these contractors doesn't scare Sara.,These ladies conceal who every guest who has visited these contractors doesn't scare.,887
888,Some dentists find out that some university what criticizes Stephanie remembers Russell.,Some dentists find out who some university what criticizes Stephanie remembers.,888
889,Many podiatrists know that all actresses who had cleaned a lot of cafes revealed most tomatoes.,Many podiatrists know what all actresses who had cleaned a lot of cafes revealed.,889
890,These doctors weren't discovering that every lake what hasn't upset Laurie hinders Scott.,These doctors weren't discovering who every lake what hasn't upset Laurie hinders.,890
891,Many pedestrians reveal that every waiter who shot Veronica is going to Spain.,Many pedestrians reveal what every waiter who shot Veronica is going to.,891
892,A committee had realized that many ladies who repair the truck were questioning the organizations.,A committee had realized what many ladies who repair the truck were questioning.,892
893,Holly was investigating that most oncologists who argued about most teachers stun banks.,Holly was investigating what most oncologists who argued about most teachers stun.,893
894,Handymen reveal that many handymen who leave Laura boasted about Michelle.,Handymen reveal who many handymen who leave Laura boasted about.,894
895,Daniel would investigate that these men who dislike those bicycles can climb down that slope.,Daniel would investigate what these men who dislike those bicycles can climb down.,895
896,Teresa has concealed that these partners who drive this bike confuse Colleen.,Teresa has concealed who these partners who drive this bike confuse.,896
897,Those hairdressers know that most actresses who haven't built the schools should approach Guy.,Those hairdressers know who most actresses who haven't built the schools should approach.,897
898,Elaine concealed that all pedestrians who talk about Kristen climb down these hills.,Elaine concealed what all pedestrians who talk about Kristen climb down.,898
899,The Clintons are remembering that that waitress who walks through some mountain was aiding many legislatures.,The Clintons are remembering what that waitress who walks through some mountain was aiding.,899
900,The children figure out that some book what bores Tanya didn't bother Amanda.,The children figure out who some book what bores Tanya didn't bother.,900
901,Maria remembers that that actor who makes cups isn't growing the tomatoes.,Maria remembers what that actor who makes cups isn't growing.,901
902,Dana learned that a man who boasted about Lori discovered a mouth.,Dana learned what a man who boasted about Lori discovered.,902
903,Diana realizes that every contractor who destroyed some cart describes some tutor.,Diana realizes who every contractor who destroyed some cart describes.,903
904,Connie does know that boys who ride this plane aren't walking through some hill.,Connie does know what boys who ride this plane aren't walking through.,904
905,Todd hadn't concealed that the piano teacher who did dislike Elizabeth has listened to the boy.,Todd hadn't concealed who the piano teacher who did dislike Elizabeth has listened to.,905
906,Tutors reveal that those doctors who meet Julia weren't shocking a lot of senators.,Tutors reveal who those doctors who meet Julia weren't shocking.,906
907,Every actress hadn't concealed that dancers who attacked Aaron are wearing many pants.,Every actress hadn't concealed what dancers who attacked Aaron are wearing.,907
908,Samuel concealed that every customer who is approaching Tiffany revealed Ann.,Samuel concealed who every customer who is approaching Tiffany revealed.,908
909,Kimberley was finding out that a teenager who has run around some banks cures Gregory.,Kimberley was finding out who a teenager who has run around some banks cures.,909
