,obj_that,obj_wh,pp_wh,subj_wh,pairID
802,Bruce remembered that an associate has ascended some stairs with Denise.,Bruce remembered what an associate has ascended with Denise.,Bruce remembered what an associate has ascended some stairs with.,Bruce remembered what has ascended some stairs.,802
803,The doctor did realize that a guest could drive that plane for Samantha.,The doctor did realize what a guest could drive for Samantha.,The doctor did realize what a guest could drive that plane for.,The doctor did realize what could drive that plane.,803
804,An organization was remembering that every student forgives Winston Churchill for Leslie.,An organization was remembering who every student forgives for Leslie.,An organization was remembering who every student forgives Winston Churchill for.,An organization was remembering who forgives Winston Churchill.,804
805,Matt shouldn't conceal that some dancer isn't shooting Paul with Cheryl.,Matt shouldn't conceal who some dancer isn't shooting with Cheryl.,Matt shouldn't conceal who some dancer isn't shooting Paul with.,Matt shouldn't conceal who isn't shooting Paul.,805
806,Organizations learned that some banks hired Elaine for Matt.,Organizations learned who some banks hired for Matt.,Organizations learned who some banks hired Elaine for.,Organizations learned who hired Elaine.,806
807,Bradley can't realize that some actress researches travel for Julie.,Bradley can't realize what some actress researches for Julie.,Bradley can't realize what some actress researches travel for.,Bradley can't realize what researches travel.,807
808,Guy should know that that teacher was watching Joel with Mary.,Guy should know who that teacher was watching with Mary.,Guy should know who that teacher was watching Joel with.,Guy should know who was watching Joel.,808
809,Jeffrey is discovering that all offspring should see Stacy for Laurie.,Jeffrey is discovering who all offspring should see for Laurie.,Jeffrey is discovering who all offspring should see Stacy for.,Jeffrey is discovering who should see Stacy.,809
810,Rodney forgets that every dentist climbed up some slopes with Pamela.,Rodney forgets what every dentist climbed up with Pamela.,Rodney forgets what every dentist climbed up some slopes with.,Rodney forgets what climbed up some slopes.,810
811,Every patient figured out that a lot of glaciers don't annoy most pedestrians for Carla.,Every patient figured out who a lot of glaciers don't annoy for Carla.,Every patient figured out who a lot of glaciers don't annoy most pedestrians for.,Every patient figured out who don't annoy most pedestrians.,811
812,Elaine realizes that some lamp isn't shocking Laurie with Martin.,Elaine realizes who some lamp isn't shocking with Martin.,Elaine realizes who some lamp isn't shocking Laurie with.,Elaine realizes who isn't shocking Laurie.,812
813,Tanya has revealed that some teenagers discuss every associate for Maria.,Tanya has revealed who some teenagers discuss for Maria.,Tanya has revealed who some teenagers discuss every associate for.,Tanya has revealed who discuss every associate.,813
814,Steve finds out that many children made many skateboards with some tutor.,Steve finds out what many children made with some tutor.,Steve finds out what many children made many skateboards with.,Steve finds out what made many skateboards.,814
815,Julia finds out that these women complain about Sheila for Beth.,Julia finds out who these women complain about for Beth.,Julia finds out who these women complain about Sheila for.,Julia finds out who complain about Sheila.,815
816,Those handymen realize that many senators should appreciate every waiter for Matt.,Those handymen realize who many senators should appreciate for Matt.,Those handymen realize who many senators should appreciate every waiter for.,Those handymen realize who should appreciate every waiter.,816
817,Marcus would conceal that those dancers meet that man for Sally.,Marcus would conceal who those dancers meet for Sally.,Marcus would conceal who those dancers meet that man for.,Marcus would conceal who meet that man.,817
818,Every library will discover that that slope aggravates Ruth with a pedestrian.,Every library will discover who that slope aggravates with a pedestrian.,Every library will discover who that slope aggravates Ruth with.,Every library will discover who aggravates Ruth.,818
819,Every senator forgot that some senators fix this window for Laura.,Every senator forgot what some senators fix for Laura.,Every senator forgot what some senators fix this window for.,Every senator forgot what fix this window.,819
820,George was investigating that this mouse has underwhelmed governments for Alan.,George was investigating what this mouse has underwhelmed for Alan.,George was investigating what this mouse has underwhelmed governments for.,George was investigating what has underwhelmed governments.,820
821,The Impressionists know that the ice cream didn't resemble a print for Rebecca.,The Impressionists know what the ice cream didn't resemble for Rebecca.,The Impressionists know what the ice cream didn't resemble a print for.,The Impressionists know what didn't resemble a print.,821
822,All hospitals revealed that all doctors left Steven for Jason.,All hospitals revealed who all doctors left for Jason.,All hospitals revealed who all doctors left Steven for.,All hospitals revealed who left Steven.,822
823,Linda discovers that some piano teacher hasn't shot Jason for Amelia.,Linda discovers who some piano teacher hasn't shot for Amelia.,Linda discovers who some piano teacher hasn't shot Jason for.,Linda discovers who hasn't shot Jason.,823
824,Every associate hasn't learned that every government hires Naomi for Jennifer.,Every associate hasn't learned who every government hires for Jennifer.,Every associate hasn't learned who every government hires Naomi for.,Every associate hasn't learned who hires Naomi.,824
825,Tiffany will figure out that many banks did boast about Karen for Rebecca.,Tiffany will figure out who many banks did boast about for Rebecca.,Tiffany will figure out who many banks did boast about Karen for.,Tiffany will figure out who did boast about Karen.,825
826,A lady conceals that a hairdresser likes these lakes for Wayne.,A lady conceals what a hairdresser likes for Wayne.,A lady conceals what a hairdresser likes these lakes for.,A lady conceals what likes these lakes.,826
827,Every lady forgot that some partner won't shoot Edward for Bruce.,Every lady forgot who some partner won't shoot for Bruce.,Every lady forgot who some partner won't shoot Edward for.,Every lady forgot who won't shoot Edward.,827
828,Every teacher would know that all alumni investigate Holly with Angela.,Every teacher would know who all alumni investigate with Angela.,Every teacher would know who all alumni investigate Holly with.,Every teacher would know who investigate Holly.,828
829,April wouldn't know that electricians didn't heal these people with Liam.,April wouldn't know who electricians didn't heal with Liam.,April wouldn't know who electricians didn't heal these people with.,April wouldn't know who didn't heal these people.,829
830,These associations hadn't found out that all analyses hinder a lot of partners for Gerald.,These associations hadn't found out who all analyses hinder for Gerald.,These associations hadn't found out who all analyses hinder a lot of partners for.,These associations hadn't found out who hinder a lot of partners.,830
831,Bethany discovers that the alumnus should visit Anne with Amy.,Bethany discovers who the alumnus should visit with Amy.,Bethany discovers who the alumnus should visit Anne with.,Bethany discovers who should visit Anne.,831
832,Karen is learning that that dentist hadn't grown some apple for Cynthia.,Karen is learning what that dentist hadn't grown for Cynthia.,Karen is learning what that dentist hadn't grown some apple for.,Karen is learning what hadn't grown some apple.,832
833,Most legislatures were investigating that all means were boring Larry for Vincent.,Most legislatures were investigating who all means were boring for Vincent.,Most legislatures were investigating who all means were boring Larry for.,Most legislatures were investigating who were boring Larry.,833
834,Donald remembers that those means hadn't worried some students for Melanie.,Donald remembers who those means hadn't worried for Melanie.,Donald remembers who those means hadn't worried some students for.,Donald remembers who hadn't worried some students.,834
835,Cheryl revealed that this guest destroys a dish with Gary.,Cheryl revealed what this guest destroys with Gary.,Cheryl revealed what this guest destroys a dish with.,Cheryl revealed what destroys a dish.,835
836,Roger is forgetting that all patients walk through that mountain for Carol.,Roger is forgetting what all patients walk through for Carol.,Roger is forgetting what all patients walk through that mountain for.,Roger is forgetting what walk through that mountain.,836
837,Carrie was figuring out that a lot of alumni hide Irene with oncologists.,Carrie was figuring out who a lot of alumni hide with oncologists.,Carrie was figuring out who a lot of alumni hide Irene with.,Carrie was figuring out who hide Irene.,837
838,Some customers find out that the ladies hadn't bent many couches for Raymond.,Some customers find out what the ladies hadn't bent for Raymond.,Some customers find out what the ladies hadn't bent many couches for.,Some customers find out what hadn't bent many couches.,838
839,Laura learned that every waitress won't climb down those steps with Allison.,Laura learned what every waitress won't climb down with Allison.,Laura learned what every waitress won't climb down those steps with.,Laura learned what won't climb down those steps.,839
840,Victoria investigated that the oncologists drive the cart with Vanessa.,Victoria investigated what the oncologists drive with Vanessa.,Victoria investigated what the oncologists drive the cart with.,Victoria investigated what drive the cart.,840
841,Michelle knew that some child has watched Ann with this student.,Michelle knew who some child has watched with this student.,Michelle knew who some child has watched Ann with.,Michelle knew who has watched Ann.,841
842,Elizabeth forgets that an electrician can't destroy vases with Raymond.,Elizabeth forgets what an electrician can't destroy with Raymond.,Elizabeth forgets what an electrician can't destroy vases with.,Elizabeth forgets what can't destroy vases.,842
843,Deanna investigated that most associations impress some guys for many handymen.,Deanna investigated who most associations impress for many handymen.,Deanna investigated who most associations impress some guys for.,Deanna investigated who impress some guys.,843
844,Marie hasn't figured out that some tutors will descend the ladder with Carolyn.,Marie hasn't figured out what some tutors will descend with Carolyn.,Marie hasn't figured out what some tutors will descend the ladder with.,Marie hasn't figured out what will descend the ladder.,844
845,This organization was concealing that those lawyers saw every box for Debra.,This organization was concealing what those lawyers saw for Debra.,This organization was concealing what those lawyers saw every box for.,This organization was concealing what saw every box.,845
846,Holly realized that the offspring hugs Patrick for every contractor.,Holly realized who the offspring hugs for every contractor.,Holly realized who the offspring hugs Patrick for.,Holly realized who hugs Patrick.,846
847,Steven concealed that those French teachers should explore every lake with Todd.,Steven concealed what those French teachers should explore with Todd.,Steven concealed what those French teachers should explore every lake with.,Steven concealed what should explore every lake.,847
848,Andrew couldn't investigate that this person destroys every chair with Ruth.,Andrew couldn't investigate what this person destroys with Ruth.,Andrew couldn't investigate what this person destroys every chair with.,Andrew couldn't investigate what destroys every chair.,848
849,Bradley had figured out that many pictures look like this hospital for Sandra.,Bradley had figured out what many pictures look like for Sandra.,Bradley had figured out what many pictures look like this hospital for.,Bradley had figured out what look like this hospital.,849
850,Susan isn't forgetting that some beer couldn't alarm the piano teacher with senators.,Susan isn't forgetting who some beer couldn't alarm with senators.,Susan isn't forgetting who some beer couldn't alarm the piano teacher with.,Susan isn't forgetting who couldn't alarm the piano teacher.,850
851,Michael had remembered that this picture looks like Karen with partners.,Michael had remembered who this picture looks like with partners.,Michael had remembered who this picture looks like Karen with.,Michael had remembered who looks like Karen.,851
852,Cheryl did find out that this oncologist stole this plate for Carl.,Cheryl did find out what this oncologist stole for Carl.,Cheryl did find out what this oncologist stole this plate for.,Cheryl did find out what stole this plate.,852
853,Adam would remember that every man hasn't built some cafe with Guy.,Adam would remember what every man hasn't built with Guy.,Adam would remember what every man hasn't built some cafe with.,Adam would remember what hasn't built some cafe.,853
854,Samantha realizes that every customer was arriving at this restaurant for David.,Samantha realizes what every customer was arriving at for David.,Samantha realizes what every customer was arriving at this restaurant for.,Samantha realizes what was arriving at this restaurant.,854
855,Cheryl isn't forgetting that the partner hadn't kissed Cynthia for Eva.,Cheryl isn't forgetting who the partner hadn't kissed for Eva.,Cheryl isn't forgetting who the partner hadn't kissed Cynthia for.,Cheryl isn't forgetting who hadn't kissed Cynthia.,855
856,Craig concealed that the pedestrians walked through many mountains with a podiatrist.,Craig concealed what the pedestrians walked through with a podiatrist.,Craig concealed what the pedestrians walked through many mountains with.,Craig concealed what walked through many mountains.,856
857,A lot of committees were investigating that these podiatrists threw many trucks with William.,A lot of committees were investigating what these podiatrists threw with William.,A lot of committees were investigating what these podiatrists threw many trucks with.,A lot of committees were investigating what threw many trucks.,857
858,Christina reveals that some guests might destroy this computer with the adult.,Christina reveals what some guests might destroy with the adult.,Christina reveals what some guests might destroy this computer with.,Christina reveals what might destroy this computer.,858
859,Rose wasn't concealing that some patient catches Florence with Sally.,Rose wasn't concealing who some patient catches with Sally.,Rose wasn't concealing who some patient catches Florence with.,Rose wasn't concealing who catches Florence.,859
860,Carolyn investigates that this man hasn't left Aaron with Renee.,Carolyn investigates who this man hasn't left with Renee.,Carolyn investigates who this man hasn't left Aaron with.,Carolyn investigates who hasn't left Aaron.,860
861,Kendra isn't investigating that every guy can't skate around some art gallery for a lot of hairdressers.,Kendra isn't investigating what every guy can't skate around for a lot of hairdressers.,Kendra isn't investigating what every guy can't skate around some art gallery for.,Kendra isn't investigating what can't skate around some art gallery.,861
862,Peter knows that women are talking to Galileo for Sandra.,Peter knows who women are talking to for Sandra.,Peter knows who women are talking to Galileo for.,Peter knows who are talking to Galileo.,862
863,An organization hasn't learned that a lot of boys didn't visit the Impressionists with John.,An organization hasn't learned who a lot of boys didn't visit with John.,An organization hasn't learned who a lot of boys didn't visit the Impressionists with.,An organization hasn't learned who didn't visit the Impressionists.,863
864,Andrew wasn't forgetting that a lot of drivers have praised Carlos with Lori.,Andrew wasn't forgetting who a lot of drivers have praised with Lori.,Andrew wasn't forgetting who a lot of drivers have praised Carlos with.,Andrew wasn't forgetting who have praised Carlos.,864
865,Irene does find out that these people describe that newspaper article for some associate.,Irene does find out what these people describe for some associate.,Irene does find out what these people describe that newspaper article for.,Irene does find out what describe that newspaper article.,865
866,Harvard University figures out that many waiters could investigate this piano teacher with most dancers.,Harvard University figures out who many waiters could investigate with most dancers.,Harvard University figures out who many waiters could investigate this piano teacher with.,Harvard University figures out who could investigate this piano teacher.,866
867,Susan is learning that every woman underwhelms a lot of dentists with Anna.,Susan is learning who every woman underwhelms with Anna.,Susan is learning who every woman underwhelms a lot of dentists with.,Susan is learning who underwhelms a lot of dentists.,867
868,April hasn't revealed that a guest sang those songs with Matt.,April hasn't revealed what a guest sang with Matt.,April hasn't revealed what a guest sang those songs with.,April hasn't revealed what sang those songs.,868
869,A teacher will realize that the offspring was wearing every shoe for Adam.,A teacher will realize what the offspring was wearing for Adam.,A teacher will realize what the offspring was wearing every shoe for.,A teacher will realize what was wearing every shoe.,869
870,Randolf hadn't forgotten that many teenagers lit a light for Claire.,Randolf hadn't forgotten what many teenagers lit for Claire.,Randolf hadn't forgotten what many teenagers lit a light for.,Randolf hadn't forgotten what lit a light.,870
871,Debra hasn't remembered that adults have frozen the lake with Sheila.,Debra hasn't remembered what adults have frozen with Sheila.,Debra hasn't remembered what adults have frozen the lake with.,Debra hasn't remembered what have frozen the lake.,871
872,Those associations reveal that those grocery stores could shock Alice with Brett.,Those associations reveal who those grocery stores could shock with Brett.,Those associations reveal who those grocery stores could shock Alice with.,Those associations reveal who could shock Alice.,872
873,Claire knew that most guests haven't sold forks for Victoria.,Claire knew what most guests haven't sold for Victoria.,Claire knew what most guests haven't sold forks for.,Claire knew what haven't sold forks.,873
874,The children find out that the podiatrists have met Grace with teenagers.,The children find out who the podiatrists have met with teenagers.,The children find out who the podiatrists have met Grace with.,The children find out who have met Grace.,874
875,Lawrence was discovering that all guests listen to Teresa for Judy.,Lawrence was discovering who all guests listen to for Judy.,Lawrence was discovering who all guests listen to Teresa for.,Lawrence was discovering who listen to Teresa.,875
876,Raymond is finding out that an alumnus isn't climbing down this mountain with Travis.,Raymond is finding out what an alumnus isn't climbing down with Travis.,Raymond is finding out what an alumnus isn't climbing down this mountain with.,Raymond is finding out what isn't climbing down this mountain.,876
877,These libraries won't find out that that alumnus got these forks for these French teachers.,These libraries won't find out what that alumnus got for these French teachers.,These libraries won't find out what that alumnus got these forks for.,These libraries won't find out what got these forks.,877
878,Angela has known that most guests haven't criticized every lady for Frank.,Angela has known who most guests haven't criticized for Frank.,Angela has known who most guests haven't criticized every lady for.,Angela has known who haven't criticized every lady.,878
879,Lisa is learning that the podiatrist investigated that library with Bruce.,Lisa is learning what the podiatrist investigated with Bruce.,Lisa is learning what the podiatrist investigated that library with.,Lisa is learning what investigated that library.,879
880,Some girl reveals that electricians were walking through Spain with Connie.,Some girl reveals what electricians were walking through with Connie.,Some girl reveals what electricians were walking through Spain with.,Some girl reveals what were walking through Spain.,880
881,Theresa hasn't known that this drawing confuses Lawrence with Paul.,Theresa hasn't known who this drawing confuses with Paul.,Theresa hasn't known who this drawing confuses Lawrence with.,Theresa hasn't known who confuses Lawrence.,881
882,Karen hadn't discovered that this electrician has lifted most glaciers for Liam.,Karen hadn't discovered what this electrician has lifted for Liam.,Karen hadn't discovered what this electrician has lifted most glaciers for.,Karen hadn't discovered what has lifted most glaciers.,882
883,A guest wouldn't figure out that this school would work with Richard with Meredith.,A guest wouldn't figure out who this school would work with with Meredith.,A guest wouldn't figure out who this school would work with Richard with.,A guest wouldn't figure out who would work with Richard.,883
884,These men figure out that some spotlights had hindered Meredith for Anne.,These men figure out who some spotlights had hindered for Anne.,These men figure out who some spotlights had hindered Meredith for.,These men figure out who had hindered Meredith.,884
885,A lot of guests aren't figuring out that that guest is fleeing from Harvard University for Rodney.,A lot of guests aren't figuring out what that guest is fleeing from for Rodney.,A lot of guests aren't figuring out what that guest is fleeing from Harvard University for.,A lot of guests aren't figuring out what is fleeing from Harvard University.,885
886,Derek had realized that a lot of cucumbers looked like many sketches with Suzanne.,Derek had realized what a lot of cucumbers looked like with Suzanne.,Derek had realized what a lot of cucumbers looked like many sketches with.,Derek had realized what looked like many sketches.,886
887,Jessica had investigated that patients healed Nancy for that adult.,Jessica had investigated who patients healed for that adult.,Jessica had investigated who patients healed Nancy for.,Jessica had investigated who healed Nancy.,887
888,Steve hadn't remembered that a lot of electricians couldn't criticize every dancer for Sonia.,Steve hadn't remembered who a lot of electricians couldn't criticize for Sonia.,Steve hadn't remembered who a lot of electricians couldn't criticize every dancer for.,Steve hadn't remembered who couldn't criticize every dancer.,888
889,Some pedestrians shouldn't forget that these actors are descending these mountains with Alan.,Some pedestrians shouldn't forget what these actors are descending with Alan.,Some pedestrians shouldn't forget what these actors are descending these mountains with.,Some pedestrians shouldn't forget what are descending these mountains.,889
890,Those oncologists realize that this customer wrote some commentaries with those tutors.,Those oncologists realize what this customer wrote with those tutors.,Those oncologists realize what this customer wrote some commentaries with.,Those oncologists realize what wrote some commentaries.,890
891,Nina should reveal that the partners were praising Anna with the waitress.,Nina should reveal who the partners were praising with the waitress.,Nina should reveal who the partners were praising Anna with.,Nina should reveal who were praising Anna.,891
892,Jennifer realizes that those waitresses are cleaning all snakes with Matt.,Jennifer realizes what those waitresses are cleaning with Matt.,Jennifer realizes what those waitresses are cleaning all snakes with.,Jennifer realizes what are cleaning all snakes.,892
893,Gary had found out that every person wasn't referencing Eric with Anne.,Gary had found out who every person wasn't referencing with Anne.,Gary had found out who every person wasn't referencing Eric with.,Gary had found out who wasn't referencing Eric.,893
894,All oncologists wouldn't reveal that a lot of tutors were observing Kirsten for many actors.,All oncologists wouldn't reveal who a lot of tutors were observing for many actors.,All oncologists wouldn't reveal who a lot of tutors were observing Kirsten for.,All oncologists wouldn't reveal who were observing Kirsten.,894
895,Tamara isn't concealing that those lawyers catch Janice for the lawyer.,Tamara isn't concealing who those lawyers catch for the lawyer.,Tamara isn't concealing who those lawyers catch Janice for.,Tamara isn't concealing who catch Janice.,895
896,Wendy will investigate that a lot of podiatrists sell some peppers with every actress.,Wendy will investigate what a lot of podiatrists sell with every actress.,Wendy will investigate what a lot of podiatrists sell some peppers with.,Wendy will investigate what sell some peppers.,896
897,Many students investigate that most oncologists are bending all bikes with Stephen.,Many students investigate what most oncologists are bending with Stephen.,Many students investigate what most oncologists are bending all bikes with.,Many students investigate what are bending all bikes.,897
898,Suzanne is realizing that waitresses discover the customers with Carmen.,Suzanne is realizing who waitresses discover with Carmen.,Suzanne is realizing who waitresses discover the customers with.,Suzanne is realizing who discover the customers.,898
899,The teenager has concealed that a lot of women aren't biting Bruce for Veronica.,The teenager has concealed who a lot of women aren't biting for Veronica.,The teenager has concealed who a lot of women aren't biting Bruce for.,The teenager has concealed who aren't biting Bruce.,899
900,These drivers investigate that a guy can skate around some mall with Susan.,These drivers investigate what a guy can skate around with Susan.,These drivers investigate what a guy can skate around some mall with.,These drivers investigate what can skate around some mall.,900
901,Nina realizes that those adults hadn't climbed up those slopes for Mark.,Nina realizes what those adults hadn't climbed up for Mark.,Nina realizes what those adults hadn't climbed up those slopes for.,Nina realizes what hadn't climbed up those slopes.,901
902,Some podiatrists know that students drink water with Brenda.,Some podiatrists know what students drink with Brenda.,Some podiatrists know what students drink water with.,Some podiatrists know what drink water.,902
903,Maria was finding out that those electricians return to every French teacher with Michelle.,Maria was finding out who those electricians return to with Michelle.,Maria was finding out who those electricians return to every French teacher with.,Maria was finding out who return to every French teacher.,903
904,That senator didn't figure out that some hairdressers had a lot of grocery stores with Laurie.,That senator didn't figure out what some hairdressers had with Laurie.,That senator didn't figure out what some hairdressers had a lot of grocery stores with.,That senator didn't figure out what had a lot of grocery stores.,904
905,Most governments conceal that many handymen bite Pamela with Maria.,Most governments conceal who many handymen bite with Maria.,Most governments conceal who many handymen bite Pamela with.,Most governments conceal who bite Pamela.,905
906,The child should realize that this waitress draws Christopher with Tanya.,The child should realize who this waitress draws with Tanya.,The child should realize who this waitress draws Christopher with.,The child should realize who draws Christopher.,906
907,Every woman wasn't learning that a lot of actors purchase every coin with Anna.,Every woman wasn't learning what a lot of actors purchase with Anna.,Every woman wasn't learning what a lot of actors purchase every coin with.,Every woman wasn't learning what purchase every coin.,907
908,David wasn't remembering that teenagers return to Debra with Anna.,David wasn't remembering who teenagers return to with Anna.,David wasn't remembering who teenagers return to Debra with.,David wasn't remembering who return to Debra.,908
909,Danielle isn't remembering that that associate taught Alan for Winston Churchill.,Danielle isn't remembering who that associate taught for Winston Churchill.,Danielle isn't remembering who that associate taught Alan for.,Danielle isn't remembering who taught Alan.,909
910,Lori discovers that all children walked through libraries with Travis.,Lori discovers what all children walked through with Travis.,Lori discovers what all children walked through libraries with.,Lori discovers what walked through libraries.,910
911,Dan was learning that that actress didn't shake every chair for Ronald.,Dan was learning what that actress didn't shake for Ronald.,Dan was learning what that actress didn't shake every chair for.,Dan was learning what didn't shake every chair.,911
912,Most adults forget that all fish had disturbed Margaret with Bethany.,Most adults forget who all fish had disturbed with Bethany.,Most adults forget who all fish had disturbed Margaret with.,Most adults forget who had disturbed Margaret.,912
913,Gina finds out that this child was helping the lady with some boy.,Gina finds out who this child was helping with some boy.,Gina finds out who this child was helping the lady with.,Gina finds out who was helping the lady.,913
914,Carmen had found out that every bank describes Teresa for most pedestrians.,Carmen had found out who every bank describes for most pedestrians.,Carmen had found out who every bank describes Teresa for.,Carmen had found out who describes Teresa.,914
915,Many guests reveal that that partner meets Debra with Steven.,Many guests reveal who that partner meets with Steven.,Many guests reveal who that partner meets Debra with.,Many guests reveal who meets Debra.,915
916,Many guests discover that all associations fires Chad with pedestrians.,Many guests discover who all associations fires with pedestrians.,Many guests discover who all associations fires Chad with.,Many guests discover who fires Chad.,916
917,Deanna had learned that that pamphlet scares Margaret with Amy.,Deanna had learned who that pamphlet scares with Amy.,Deanna had learned who that pamphlet scares Margaret with.,Deanna had learned who scares Margaret.,917
918,Curtis will conceal that those teenagers can make that child with Amanda.,Curtis will conceal who those teenagers can make with Amanda.,Curtis will conceal who those teenagers can make that child with.,Curtis will conceal who can make that child.,918
919,Victoria has concealed that this lady complains about Omar for Marcus.,Victoria has concealed who this lady complains about for Marcus.,Victoria has concealed who this lady complains about Omar for.,Victoria has concealed who complains about Omar.,919
920,Jesus hasn't revealed that some child drove to that river for all students.,Jesus hasn't revealed what some child drove to for all students.,Jesus hasn't revealed what some child drove to that river for.,Jesus hasn't revealed what drove to that river.,920
921,The Clintons discover that a woman makes this mirror for Noah.,The Clintons discover what a woman makes for Noah.,The Clintons discover what a woman makes this mirror for.,The Clintons discover what makes this mirror.,921
922,Tara doesn't discover that some driver has kept beef with Gregory.,Tara doesn't discover what some driver has kept with Gregory.,Tara doesn't discover what some driver has kept beef with.,Tara doesn't discover what has kept beef.,922
923,Donna forgets that many women wrote a lot of plays for some girl.,Donna forgets what many women wrote for some girl.,Donna forgets what many women wrote a lot of plays for.,Donna forgets what wrote a lot of plays.,923
924,All banks know that most hairdressers knew Anne with Patricia.,All banks know who most hairdressers knew with Patricia.,All banks know who most hairdressers knew Anne with.,All banks know who knew Anne.,924
925,Brett forgets that an oncologist had heard Jodi with David.,Brett forgets who an oncologist had heard with David.,Brett forgets who an oncologist had heard Jodi with.,Brett forgets who had heard Jodi.,925
926,Pamela learned that every driver bikes to Spain with those partners.,Pamela learned what every driver bikes to with those partners.,Pamela learned what every driver bikes to Spain with.,Pamela learned what bikes to Spain.,926
927,Dentists revealed that the driver might catch Ella for most French teachers.,Dentists revealed who the driver might catch for most French teachers.,Dentists revealed who the driver might catch Ella for.,Dentists revealed who might catch Ella.,927
928,Most customers discover that these women have fired Kendra for that teacher.,Most customers discover who these women have fired for that teacher.,Most customers discover who these women have fired Kendra for.,Most customers discover who have fired Kendra.,928
929,Some organization will find out that every company forgave the boy with Patricia.,Some organization will find out who every company forgave with Patricia.,Some organization will find out who every company forgave the boy with.,Some organization will find out who forgave the boy.,929
930,All oncologists learn that most actors should tear a lot of blouses with the contractor.,All oncologists learn what most actors should tear with the contractor.,All oncologists learn what most actors should tear a lot of blouses with.,All oncologists learn what should tear a lot of blouses.,930
931,Claire reveals that the French teacher went to some hospital with Andrea.,Claire reveals what the French teacher went to with Andrea.,Claire reveals what the French teacher went to some hospital with.,Claire reveals what went to some hospital.,931
932,Men realize that the actors weren't boasting about Sara with Judy.,Men realize who the actors weren't boasting about with Judy.,Men realize who the actors weren't boasting about Sara with.,Men realize who weren't boasting about Sara.,932
933,Pamela has figured out that some actor could explore the movie theaters for these patients.,Pamela has figured out what some actor could explore for these patients.,Pamela has figured out what some actor could explore the movie theaters for.,Pamela has figured out what could explore the movie theaters.,933
934,Chad has found out that lawyers had climbed down a lot of stairs with Joel.,Chad has found out what lawyers had climbed down with Joel.,Chad has found out what lawyers had climbed down a lot of stairs with.,Chad has found out what had climbed down a lot of stairs.,934
935,A legislature is discovering that every doctor passes these rivers for Jeffrey.,A legislature is discovering what every doctor passes for Jeffrey.,A legislature is discovering what every doctor passes these rivers for.,A legislature is discovering what passes these rivers.,935
936,Alice hasn't investigated that some offspring sold these mouths for Danielle.,Alice hasn't investigated what some offspring sold for Danielle.,Alice hasn't investigated what some offspring sold these mouths for.,Alice hasn't investigated what sold these mouths.,936
937,Tracy does remember that hospitals weren't firing James for every guest.,Tracy does remember who hospitals weren't firing for every guest.,Tracy does remember who hospitals weren't firing James for.,Tracy does remember who weren't firing James.,937
938,Some partner had remembered that many hairdressers bike to Harvard University for Colleen.,Some partner had remembered what many hairdressers bike to for Colleen.,Some partner had remembered what many hairdressers bike to Harvard University for.,Some partner had remembered what bike to Harvard University.,938
939,Students hadn't found out that those alumni aren't repairing most vases with Chad.,Students hadn't found out what those alumni aren't repairing with Chad.,Students hadn't found out what those alumni aren't repairing most vases with.,Students hadn't found out what aren't repairing most vases.,939
940,A lawyer figures out that every teacher loves Bill for Sheila.,A lawyer figures out who every teacher loves for Sheila.,A lawyer figures out who every teacher loves Bill for.,A lawyer figures out who loves Bill.,940
941,These companies forget that those dentists leave a lot of actors for Barbara.,These companies forget who those dentists leave for Barbara.,These companies forget who those dentists leave a lot of actors for.,These companies forget who leave a lot of actors.,941
942,Many ladies wouldn't investigate that a lot of hairdressers ran around that glacier with Kevin.,Many ladies wouldn't investigate what a lot of hairdressers ran around with Kevin.,Many ladies wouldn't investigate what a lot of hairdressers ran around that glacier with.,Many ladies wouldn't investigate what ran around that glacier.,942
943,Randolf hadn't concealed that the girl might choose some horse for some ladies.,Randolf hadn't concealed what the girl might choose for some ladies.,Randolf hadn't concealed what the girl might choose some horse for.,Randolf hadn't concealed what might choose some horse.,943
944,Laura was finding out that all students question these hospitals for this associate.,Laura was finding out what all students question for this associate.,Laura was finding out what all students question these hospitals for.,Laura was finding out what question these hospitals.,944
945,Noah realized that some pedestrians weren't hiring Stephanie with a lawyer.,Noah realized who some pedestrians weren't hiring with a lawyer.,Noah realized who some pedestrians weren't hiring Stephanie with.,Noah realized who weren't hiring Stephanie.,945
946,Some universities reveal that most guys won't drink the water with Barbara.,Some universities reveal what most guys won't drink with Barbara.,Some universities reveal what most guys won't drink the water with.,Some universities reveal what won't drink the water.,946
947,Carolyn can investigate that every man fixes the windows for Scott.,Carolyn can investigate what every man fixes for Scott.,Carolyn can investigate what every man fixes the windows for.,Carolyn can investigate what fixes the windows.,947
948,Tanya could find out that many ladies are attacking Russell with all teachers.,Tanya could find out who many ladies are attacking with all teachers.,Tanya could find out who many ladies are attacking Russell with.,Tanya could find out who are attacking Russell.,948
949,The companies conceal that those offspring repaired many carts for the electricians.,The companies conceal what those offspring repaired for the electricians.,The companies conceal what those offspring repaired many carts for.,The companies conceal what repaired many carts.,949
950,Paul had figured out that that girl wasn't complaining about Lawrence for Theodore.,Paul had figured out who that girl wasn't complaining about for Theodore.,Paul had figured out who that girl wasn't complaining about Lawrence for.,Paul had figured out who wasn't complaining about Lawrence.,950
