,adj_that,adj_wh,adj_subj_that,adj_subj_wh,pairID,,,,,,,,,,,,,,,,,,,,
766,Julia is revealing that those high schools resemble sketches without looking like every photograph.,Julia is revealing what those high schools resemble without looking like every photograph.,Julia is revealing that those high schools tipped over without looking like every photograph resemble sketches.,Julia is revealing what those high schools tipped over without looking like every photograph resemble.,766,,,,,,,,,,,,,,,,,,,,
767,Bruce is finding out that those guys have escaped from the Lutherans after questioning some electricians.,Bruce is finding out who those guys have escaped from after questioning some electricians.,Bruce is finding out that those guys practiced after questioning some electricians have escaped from the Lutherans.,Bruce is finding out who those guys practiced after questioning some electricians have escaped from.,767,,,,,,,,,,,,,,,,,,,,
768,The student finds out that every lawyer did describe the teachers while listening to all piano teachers.,The student finds out who every lawyer did describe while listening to all piano teachers.,The student finds out that every lawyer nodded while listening to all piano teachers did describe the teachers.,The student finds out who every lawyer nodded while listening to all piano teachers did describe.,768,,,,,,,,,,,,,,,,,,,,
769,Gina realizes that some associate repairs couches while taking some truck.,Gina realizes what some associate repairs while taking some truck.,Gina realizes that some associate discovered while taking some truck repairs couches.,Gina realizes what some associate discovered while taking some truck repairs.,769,,,,,,,,,,,,,,,,,,,,
770,Keith isn't finding out that that driver freezes that ice after lifting a restaurant.,Keith isn't finding out what that driver freezes after lifting a restaurant.,Keith isn't finding out that that driver studied after lifting a restaurant freezes that ice.,Keith isn't finding out what that driver studied after lifting a restaurant freezes.,770,,,,,,,,,,,,,,,,,,,,
771,Nina had concealed that those patients will light those spotlights while losing Brett.,Nina had concealed what those patients will light while losing Brett.,Nina had concealed that those patients lost while losing Brett will light those spotlights.,Nina had concealed what those patients lost while losing Brett will light.,771,,,,,,,,,,,,,,,,,,,,
772,Gina won't figure out that some French teachers wear all blouses while cleaning most mushrooms.,Gina won't figure out what some French teachers wear while cleaning most mushrooms.,Gina won't figure out that some French teachers bored while cleaning most mushrooms wear all blouses.,Gina won't figure out what some French teachers bored while cleaning most mushrooms wear.,772,,,,,,,,,,,,,,,,,,,,
773,Sally wouldn't know that this partner throws the skateboard after making the glass.,Sally wouldn't know what this partner throws after making the glass.,Sally wouldn't know that this partner complained about after making the glass throws the skateboard.,Sally wouldn't know what this partner complained about after making the glass throws.,773,,,,,,,,,,,,,,,,,,,,
774,Some piano teachers can't conceal that a lot of associates led Joseph without listening to Connie.,Some piano teachers can't conceal who a lot of associates led without listening to Connie.,Some piano teachers can't conceal that a lot of associates cooperated without listening to Connie led Joseph.,Some piano teachers can't conceal who a lot of associates cooperated without listening to Connie led.,774,,,,,,,,,,,,,,,,,,,,
775,Jodi doesn't reveal that that teacher fixes some carriages after making some vase.,Jodi doesn't reveal what that teacher fixes after making some vase.,Jodi doesn't reveal that that teacher waved after making some vase fixes some carriages.,Jodi doesn't reveal what that teacher waved after making some vase fixes.,775,,,,,,,,,,,,,,,,,,,,
776,Most boys remember that a lot of pedestrians noticed Vincent without admiring some cake.,Most boys remember who a lot of pedestrians noticed without admiring some cake.,Most boys remember that a lot of pedestrians heard without admiring some cake noticed Vincent.,Most boys remember who a lot of pedestrians heard without admiring some cake noticed.,776,,,,,,,,,,,,,,,,,,,,
777,Erin remembers that all dentists lift these grocery stores after researching every company.,Erin remembers what all dentists lift after researching every company.,Erin remembers that all dentists dried after researching every company lift these grocery stores.,Erin remembers what all dentists dried after researching every company lift.,777,,,,,,,,,,,,,,,,,,,,
778,Pamela remembers that a waiter isn't hiring Scott before teaching these dentists.,Pamela remembers who a waiter isn't hiring before teaching these dentists.,Pamela remembers that a waiter ordered before teaching these dentists isn't hiring Scott.,Pamela remembers who a waiter ordered before teaching these dentists isn't hiring.,778,,,,,,,,,,,,,,,,,,,,
779,Some guests have revealed that this commentary annoys the organizations after helping some piano teacher.,Some guests have revealed what this commentary annoys after helping some piano teacher.,Some guests have revealed that this commentary gotten fired after helping some piano teacher annoys the organizations.,Some guests have revealed what this commentary gotten fired after helping some piano teacher annoys.,779,,,,,,,,,,,,,,,,,,,,
780,All men forget that this person isn't hurting Laurie without boring Brad.,All men forget who this person isn't hurting without boring Brad.,All men forget that this person cooperated without boring Brad isn't hurting Laurie.,All men forget who this person cooperated without boring Brad isn't hurting.,780,,,,,,,,,,,,,,,,,,,,
781,Most governments know that some pedestrians light this lamp without selling some birds.,Most governments know what some pedestrians light without selling some birds.,Most governments know that some pedestrians lied without selling some birds light this lamp.,Most governments know what some pedestrians lied without selling some birds light.,781,,,,,,,,,,,,,,,,,,,,
782,Boys remember that an alumnus would sound like Gina before boring every dancer.,Boys remember who an alumnus would sound like before boring every dancer.,Boys remember that an alumnus baked before boring every dancer would sound like Gina.,Boys remember who an alumnus baked before boring every dancer would sound like.,782,,,,,,,,,,,,,,,,,,,,
783,Most teachers investigated that some hairdressers are messing up dishes without taking some juice.,Most teachers investigated what some hairdressers are messing up without taking some juice.,Most teachers investigated that some hairdressers washed without taking some juice are messing up dishes.,Most teachers investigated what some hairdressers washed without taking some juice are messing up.,783,,,,,,,,,,,,,,,,,,,,
784,Valerie has learned that most men had sunk the ship after admiring Stacey.,Valerie has learned what most men had sunk after admiring Stacey.,Valerie has learned that most men responded after admiring Stacey had sunk the ship.,Valerie has learned what most men responded after admiring Stacey had sunk.,784,,,,,,,,,,,,,,,,,,,,
785,Some customers realize that some waitress complains about Jesus while striking Tanya.,Some customers realize who some waitress complains about while striking Tanya.,Some customers realize that some waitress aided while striking Tanya complains about Jesus.,Some customers realize who some waitress aided while striking Tanya complains about.,785,,,,,,,,,,,,,,,,,,,,
786,Stacey isn't investigating that every bird won't climb up a lot of slopes after climbing down these steps.,Stacey isn't investigating what every bird won't climb up after climbing down these steps.,Stacey isn't investigating that every bird taken after climbing down these steps won't climb up a lot of slopes.,Stacey isn't investigating what every bird taken after climbing down these steps won't climb up.,786,,,,,,,,,,,,,,,,,,,,
787,Rebecca discovered that those children approach Samantha after discussing some French teacher.,Rebecca discovered who those children approach after discussing some French teacher.,Rebecca discovered that those children left after discussing some French teacher approach Samantha.,Rebecca discovered who those children left after discussing some French teacher approach.,787,,,,,,,,,,,,,,,,,,,,
788,Nancy investigates that the guy meets those girls without disturbing Denise.,Nancy investigates who the guy meets without disturbing Denise.,Nancy investigates that the guy explained everything without disturbing Denise meets those girls.,Nancy investigates who the guy explained everything without disturbing Denise meets.,788,,,,,,,,,,,,,,,,,,,,
789,Frank was learning that some pedestrian has revealed Danielle without aiding Holly.,Frank was learning who some pedestrian has revealed without aiding Holly.,Frank was learning that some pedestrian stood up without aiding Holly has revealed Danielle.,Frank was learning who some pedestrian stood up without aiding Holly has revealed.,789,,,,,,,,,,,,,,,,,,,,
790,A dancer had forgotten that all libraries loved Robert before fighting Randolf.,A dancer had forgotten who all libraries loved before fighting Randolf.,A dancer had forgotten that all libraries faded before fighting Randolf loved Robert.,A dancer had forgotten who all libraries faded before fighting Randolf loved.,790,,,,,,,,,,,,,,,,,,,,
791,Alan will realize that some guest researches the government without underwhelming Angela.,Alan will realize what some guest researches without underwhelming Angela.,Alan will realize that some guest learned without underwhelming Angela researches the government.,Alan will realize what some guest learned without underwhelming Angela researches.,791,,,,,,,,,,,,,,,,,,,,
792,Meredith wasn't learning that all teenagers aren't healing Gina before impressing Robert.,Meredith wasn't learning who all teenagers aren't healing before impressing Robert.,Meredith wasn't learning that all teenagers found before impressing Robert aren't healing Gina.,Meredith wasn't learning who all teenagers found before impressing Robert aren't healing.,792,,,,,,,,,,,,,,,,,,,,
793,Danielle was realizing that all teachers have toured the college campus before bringing those bicycles.,Danielle was realizing what all teachers have toured before bringing those bicycles.,Danielle was realizing that all teachers met before bringing those bicycles have toured the college campus.,Danielle was realizing what all teachers met before bringing those bicycles have toured.,793,,,,,,,,,,,,,,,,,,,,
794,Marie did forget that that report should underwhelm Elizabeth without overwhelming Erin.,Marie did forget who that report should underwhelm without overwhelming Erin.,Marie did forget that that report hidden away without overwhelming Erin should underwhelm Elizabeth.,Marie did forget who that report hidden away without overwhelming Erin should underwhelm.,794,,,,,,,,,,,,,,,,,,,,
795,Claire figured out that a lot of senators talk about Noah before hugging James.,Claire figured out who a lot of senators talk about before hugging James.,Claire figured out that a lot of senators fallen apart before hugging James talk about Noah.,Claire figured out who a lot of senators fallen apart before hugging James talk about.,795,,,,,,,,,,,,,,,,,,,,
796,The Lutherans investigate that some adult doesn't watch Deanna after hurting Aaron.,The Lutherans investigate who some adult doesn't watch after hurting Aaron.,The Lutherans investigate that some adult frozen after hurting Aaron doesn't watch Deanna.,The Lutherans investigate who some adult frozen after hurting Aaron doesn't watch.,796,,,,,,,,,,,,,,,,,,,,
797,Curtis remembered that those ladies annoy Stephen before astounding every man.,Curtis remembered who those ladies annoy before astounding every man.,Curtis remembered that those ladies confused before astounding every man annoy Stephen.,Curtis remembered who those ladies confused before astounding every man annoy.,797,,,,,,,,,,,,,,,,,,,,
798,James realized that the shirts bored that boy without astounding Carl.,James realized who the shirts bored without astounding Carl.,James realized that the shirts flirted without astounding Carl bored that boy.,James realized who the shirts flirted without astounding Carl bored.,798,,,,,,,,,,,,,,,,,,,,
799,Todd has investigated that the teacher hadn't healed Vanessa after visiting Rodney.,Todd has investigated who the teacher hadn't healed after visiting Rodney.,Todd has investigated that the teacher loosened after visiting Rodney hadn't healed Vanessa.,Todd has investigated who the teacher loosened after visiting Rodney hadn't healed.,799,,,,,,,,,,,,,,,,,,,,
800,These pedestrians concealed that the alumnus has hidden Tracy without leading that girl.,These pedestrians concealed who the alumnus has hidden without leading that girl.,These pedestrians concealed that the alumnus embraced without leading that girl has hidden Tracy.,These pedestrians concealed who the alumnus embraced without leading that girl has hidden.,800,,,,,,,,,,,,,,,,,,,,
801,The Impressionists find out that hairdressers had descended this mountain without admiring Monica.,The Impressionists find out what hairdressers had descended without admiring Monica.,The Impressionists find out that hairdressers healed without admiring Monica had descended this mountain.,The Impressionists find out what hairdressers healed without admiring Monica had descended.,801,,,,,,,,,,,,,,,,,,,,
802,Beth found out that a lot of piano teachers climbed up most stairs before hiding every lady.,Beth found out what a lot of piano teachers climbed up before hiding every lady.,Beth found out that a lot of piano teachers hugged before hiding every lady climbed up most stairs.,Beth found out what a lot of piano teachers hugged before hiding every lady climbed up.,802,,,,,,,,,,,,,,,,,,,,
803,Deanna investigated that universities had remembered many college campuses after taking this tile.,Deanna investigated what universities had remembered after taking this tile.,Deanna investigated that universities retaliated after taking this tile had remembered many college campuses.,Deanna investigated what universities retaliated after taking this tile had remembered.,803,,,,,,,,,,,,,,,,,,,,
804,Mary was discovering that some senator boasts about Carrie without concealing this cocktail.,Mary was discovering who some senator boasts about without concealing this cocktail.,Mary was discovering that some senator confused without concealing this cocktail boasts about Carrie.,Mary was discovering who some senator confused without concealing this cocktail boasts about.,804,,,,,,,,,,,,,,,,,,,,
805,Michael conceals that projectors aid Gerald without impressing this associate.,Michael conceals who projectors aid without impressing this associate.,Michael conceals that projectors wept without impressing this associate aid Gerald.,Michael conceals who projectors wept without impressing this associate aid.,805,,,,,,,,,,,,,,,,,,,,
806,Some oncologist remembers that most deer weren't disturbing Donna without worrying Susan.,Some oncologist remembers who most deer weren't disturbing without worrying Susan.,Some oncologist remembers that most deer folded without worrying Susan weren't disturbing Donna.,Some oncologist remembers who most deer folded without worrying Susan weren't disturbing.,806,,,,,,,,,,,,,,,,,,,,
807,These electricians find out that that woman leads Sheila before fleeing from a waitress.,These electricians find out who that woman leads before fleeing from a waitress.,These electricians find out that that woman studied before fleeing from a waitress leads Sheila.,These electricians find out who that woman studied before fleeing from a waitress leads.,807,,,,,,,,,,,,,,,,,,,,
808,Todd hadn't realized that some ladies love these couches without lifting most skirts.,Todd hadn't realized what some ladies love without lifting most skirts.,Todd hadn't realized that some ladies died without lifting most skirts love these couches.,Todd hadn't realized what some ladies died without lifting most skirts love.,808,,,,,,,,,,,,,,,,,,,,
809,Robert isn't realizing that these teachers taught Omar while boring Elaine.,Robert isn't realizing who these teachers taught while boring Elaine.,Robert isn't realizing that these teachers vanished while boring Elaine taught Omar.,Robert isn't realizing who these teachers vanished while boring Elaine taught.,809,,,,,,,,,,,,,,,,,,,,
810,These hospitals learn that this teenager hadn't bought some rafts without repairing that plate.,These hospitals learn what this teenager hadn't bought without repairing that plate.,These hospitals learn that this teenager exercised without repairing that plate hadn't bought some rafts.,These hospitals learn what this teenager exercised without repairing that plate hadn't bought.,810,,,,,,,,,,,,,,,,,,,,
811,Julie was finding out that the person has fired Cynthia without stunning Harvard University.,Julie was finding out who the person has fired without stunning Harvard University.,Julie was finding out that the person questioned without stunning Harvard University has fired Cynthia.,Julie was finding out who the person questioned without stunning Harvard University has fired.,811,,,,,,,,,,,,,,,,,,,,
812,Some senators reveal that a lot of senators described Christopher after investigating Heidi.,Some senators reveal who a lot of senators described after investigating Heidi.,Some senators reveal that a lot of senators existed after investigating Heidi described Christopher.,Some senators reveal who a lot of senators existed after investigating Heidi described.,812,,,,,,,,,,,,,,,,,,,,
813,Gerald can reveal that some school has the plates without purchasing that computer.,Gerald can reveal what some school has without purchasing that computer.,Gerald can reveal that some school anticipated without purchasing that computer has the plates.,Gerald can reveal what some school anticipated without purchasing that computer has.,813,,,,,,,,,,,,,,,,,,,,
814,All teachers learn that a lot of children weren't understanding some podiatrist without kissing Kimberley.,All teachers learn who a lot of children weren't understanding without kissing Kimberley.,All teachers learn that a lot of children aggravated without kissing Kimberley weren't understanding some podiatrist.,All teachers learn who a lot of children aggravated without kissing Kimberley weren't understanding.,814,,,,,,,,,,,,,,,,,,,,
815,Some guests forgot that those people sweep most tiles without concealing some hairdresser.,Some guests forgot what those people sweep without concealing some hairdresser.,Some guests forgot that those people escaped from without concealing some hairdresser sweep most tiles.,Some guests forgot what those people escaped from without concealing some hairdresser sweep.,815,,,,,,,,,,,,,,,,,,,,
816,Chad forgot that a lot of senators appreciate Steven before hindering Craig.,Chad forgot who a lot of senators appreciate before hindering Craig.,Chad forgot that a lot of senators lost before hindering Craig appreciate Steven.,Chad forgot who a lot of senators lost before hindering Craig appreciate.,816,,,,,,,,,,,,,,,,,,,,
817,Kathleen concealed that all patients attack Aaron while confusing the electrician.,Kathleen concealed who all patients attack while confusing the electrician.,Kathleen concealed that all patients disagreed while confusing the electrician attack Aaron.,Kathleen concealed who all patients disagreed while confusing the electrician attack.,817,,,,,,,,,,,,,,,,,,,,
818,Eva wouldn't realize that a lot of children are fighting Nancy without finding the dog.,Eva wouldn't realize who a lot of children are fighting without finding the dog.,Eva wouldn't realize that a lot of children slipped without finding the dog are fighting Nancy.,Eva wouldn't realize who a lot of children slipped without finding the dog are fighting.,818,,,,,,,,,,,,,,,,,,,,
819,Mary wasn't investigating that many electricians steal every bicycle without cleaning every window.,Mary wasn't investigating what many electricians steal without cleaning every window.,Mary wasn't investigating that many electricians respected without cleaning every window steal every bicycle.,Mary wasn't investigating what many electricians respected without cleaning every window steal.,819,,,,,,,,,,,,,,,,,,,,
820,Leslie is concealing that a guest did hold Sandra while astounding Raymond.,Leslie is concealing who a guest did hold while astounding Raymond.,Leslie is concealing that a guest tipped over while astounding Raymond did hold Sandra.,Leslie is concealing who a guest tipped over while astounding Raymond did hold.,820,,,,,,,,,,,,,,,,,,,,
821,Craig was remembering that every girl was breeding some birds while cleaning every cat.,Craig was remembering what every girl was breeding while cleaning every cat.,Craig was remembering that every girl expected while cleaning every cat was breeding some birds.,Craig was remembering what every girl expected while cleaning every cat was breeding.,821,,,,,,,,,,,,,,,,,,,,
822,Danielle forgot that a lot of men hadn't drunk some soda while revealing those reports.,Danielle forgot what a lot of men hadn't drunk while revealing those reports.,Danielle forgot that a lot of men referenced while revealing those reports hadn't drunk some soda.,Danielle forgot what a lot of men referenced while revealing those reports hadn't drunk.,822,,,,,,,,,,,,,,,,,,,,
823,Anne conceals that that person has thrown the truck while bending most rafts.,Anne conceals what that person has thrown while bending most rafts.,Anne conceals that that person surrendered while bending most rafts has thrown the truck.,Anne conceals what that person surrendered while bending most rafts has thrown.,823,,,,,,,,,,,,,,,,,,,,
824,A lot of hairdressers concealed that many lawyers hired Karen while boasting about Cynthia.,A lot of hairdressers concealed who many lawyers hired while boasting about Cynthia.,A lot of hairdressers concealed that many lawyers admired while boasting about Cynthia hired Karen.,A lot of hairdressers concealed who many lawyers admired while boasting about Cynthia hired.,824,,,,,,,,,,,,,,,,,,,,
825,Those guys reveal that a senator passes some college campuses while fleeing from Angela.,Those guys reveal what a senator passes while fleeing from Angela.,Those guys reveal that a senator worked hard while fleeing from Angela passes some college campuses.,Those guys reveal what a senator worked hard while fleeing from Angela passes.,825,,,,,,,,,,,,,,,,,,,,
826,Pamela realizes that a waiter investigates Steve before listening to Aaron.,Pamela realizes who a waiter investigates before listening to Aaron.,Pamela realizes that a waiter hindered before listening to Aaron investigates Steve.,Pamela realizes who a waiter hindered before listening to Aaron investigates.,826,,,,,,,,,,,,,,,,,,,,
827,Sara finds out that these ladies have eyes without buying a lot of cafes.,Sara finds out what these ladies have without buying a lot of cafes.,Sara finds out that these ladies seen without buying a lot of cafes have eyes.,Sara finds out what these ladies seen without buying a lot of cafes have.,827,,,,,,,,,,,,,,,,,,,,
828,Joel finds out that girls tour many schools after purchasing these malls.,Joel finds out what girls tour after purchasing these malls.,Joel finds out that girls cooked after purchasing these malls tour many schools.,Joel finds out what girls cooked after purchasing these malls tour.,828,,,,,,,,,,,,,,,,,,,,
829,An actor knows that this company hindered Kevin without worrying the customer.,An actor knows who this company hindered without worrying the customer.,An actor knows that this company fallen asleep without worrying the customer hindered Kevin.,An actor knows who this company fallen asleep without worrying the customer hindered.,829,,,,,,,,,,,,,,,,,,,,
830,Every guest had investigated that a lot of guests built that public park before losing the computers.,Every guest had investigated what a lot of guests built before losing the computers.,Every guest had investigated that a lot of guests murmured before losing the computers built that public park.,Every guest had investigated what a lot of guests murmured before losing the computers built.,830,,,,,,,,,,,,,,,,,,,,
831,Sharon has investigated that the senator purchased closets while noticing Veronica.,Sharon has investigated what the senator purchased while noticing Veronica.,Sharon has investigated that the senator disgusted while noticing Veronica purchased closets.,Sharon has investigated what the senator disgusted while noticing Veronica purchased.,831,,,,,,,,,,,,,,,,,,,,
832,Russell isn't discovering that some patient visits Stacey without biting Todd.,Russell isn't discovering who some patient visits without biting Todd.,Russell isn't discovering that some patient investigated without biting Todd visits Stacey.,Russell isn't discovering who some patient investigated without biting Todd visits.,832,,,,,,,,,,,,,,,,,,,,
833,This customer hadn't figured out that an organization knows some associate before impressing the driver.,This customer hadn't figured out who an organization knows before impressing the driver.,This customer hadn't figured out that an organization twisted before impressing the driver knows some associate.,This customer hadn't figured out who an organization twisted before impressing the driver knows.,833,,,,,,,,,,,,,,,,,,,,
834,Some woman had found out that the handymen had loved Carla after hiring Keith.,Some woman had found out who the handymen had loved after hiring Keith.,Some woman had found out that the handymen complained about after hiring Keith had loved Carla.,Some woman had found out who the handymen complained about after hiring Keith had loved.,834,,,,,,,,,,,,,,,,,,,,
835,Gary will realize that children hadn't hidden Bradley while overwhelming Nicole.,Gary will realize who children hadn't hidden while overwhelming Nicole.,Gary will realize that children respected while overwhelming Nicole hadn't hidden Bradley.,Gary will realize who children respected while overwhelming Nicole hadn't hidden.,835,,,,,,,,,,,,,,,,,,,,
836,Eva realized that this student shouldn't clean many high schools while exiting a lot of public parks.,Eva realized what this student shouldn't clean while exiting a lot of public parks.,Eva realized that this student disappeared while exiting a lot of public parks shouldn't clean many high schools.,Eva realized what this student disappeared while exiting a lot of public parks shouldn't clean.,836,,,,,,,,,,,,,,,,,,,,
837,Judy was remembering that a lot of partners couldn't climb down those steps before choosing Sara.,Judy was remembering what a lot of partners couldn't climb down before choosing Sara.,Judy was remembering that a lot of partners painted before choosing Sara couldn't climb down those steps.,Judy was remembering what a lot of partners painted before choosing Sara couldn't climb down.,837,,,,,,,,,,,,,,,,,,,,
838,Every tutor revealed that some actors will tour a lot of schools without thinking about Anne.,Every tutor revealed what some actors will tour without thinking about Anne.,Every tutor revealed that some actors laughed without thinking about Anne will tour a lot of schools.,Every tutor revealed what some actors laughed without thinking about Anne will tour.,838,,,,,,,,,,,,,,,,,,,,
839,That lawyer could conceal that all tutors were boring Rodney before listening to Florence.,That lawyer could conceal who all tutors were boring before listening to Florence.,That lawyer could conceal that all tutors chosen before listening to Florence were boring Rodney.,That lawyer could conceal who all tutors chosen before listening to Florence were boring.,839,,,,,,,,,,,,,,,,,,,,
840,Every girl found out that every guest reveals Scott before shooting Anna.,Every girl found out who every guest reveals before shooting Anna.,Every girl found out that every guest referenced before shooting Anna reveals Scott.,Every girl found out who every guest referenced before shooting Anna reveals.,840,,,,,,,,,,,,,,,,,,,,
841,Andrew was concealing that a lot of drawings look like some malls after looking like those jackets.,Andrew was concealing what a lot of drawings look like after looking like those jackets.,Andrew was concealing that a lot of drawings existed after looking like those jackets look like some malls.,Andrew was concealing what a lot of drawings existed after looking like those jackets look like.,841,,,,,,,,,,,,,,,,,,,,
842,Kendra investigated that those schools were talking to this teenager before worrying Carlos.,Kendra investigated who those schools were talking to before worrying Carlos.,Kendra investigated that those schools prodded before worrying Carlos were talking to this teenager.,Kendra investigated who those schools prodded before worrying Carlos were talking to.,842,,,,,,,,,,,,,,,,,,,,
843,Cindy hadn't realized that those bananas astound Teresa before aiding Dennis.,Cindy hadn't realized who those bananas astound before aiding Dennis.,Cindy hadn't realized that those bananas judged before aiding Dennis astound Teresa.,Cindy hadn't realized who those bananas judged before aiding Dennis astound.,843,,,,,,,,,,,,,,,,,,,,
844,A lot of libraries forget that the doctor drew some cake while lifting that tomato.,A lot of libraries forget what the doctor drew while lifting that tomato.,A lot of libraries forget that the doctor testified while lifting that tomato drew some cake.,A lot of libraries forget what the doctor testified while lifting that tomato drew.,844,,,,,,,,,,,,,,,,,,,,
845,All students discover that most waitresses lead all waiters while boring some boy.,All students discover who most waitresses lead while boring some boy.,All students discover that most waitresses referenced while boring some boy lead all waiters.,All students discover who most waitresses referenced while boring some boy lead.,845,,,,,,,,,,,,,,,,,,,,
846,Those associates would forget that the electrician bikes to Spain while dropping by a lot of malls.,Those associates would forget what the electrician bikes to while dropping by a lot of malls.,Those associates would forget that the electrician stunned while dropping by a lot of malls bikes to Spain.,Those associates would forget what the electrician stunned while dropping by a lot of malls bikes to.,846,,,,,,,,,,,,,,,,,,,,
847,William finds out that every woman arrived at some river without walking through libraries.,William finds out what every woman arrived at without walking through libraries.,William finds out that every woman asked without walking through libraries arrived at some river.,William finds out what every woman asked without walking through libraries arrived at.,847,,,,,,,,,,,,,,,,,,,,
848,A guest is finding out that that cat ascended a lot of slopes after finding all guys.,A guest is finding out what that cat ascended after finding all guys.,A guest is finding out that that cat grown after finding all guys ascended a lot of slopes.,A guest is finding out what that cat grown after finding all guys ascended.,848,,,,,,,,,,,,,,,,,,,,
849,Some customers learn that some waiters reveal that hat before purchasing that rug.,Some customers learn what some waiters reveal before purchasing that rug.,Some customers learn that some waiters complained before purchasing that rug reveal that hat.,Some customers learn what some waiters complained before purchasing that rug reveal.,849,,,,,,,,,,,,,,,,,,,,
850,Sally doesn't remember that that guest was breeding many turtles after bringing the library.,Sally doesn't remember what that guest was breeding after bringing the library.,Sally doesn't remember that that guest distracted after bringing the library was breeding many turtles.,Sally doesn't remember what that guest distracted after bringing the library was breeding.,850,,,,,,,,,,,,,,,,,,,,
851,George should find out that some driver hadn't boycotted the mall while escaping from Andrew.,George should find out what some driver hadn't boycotted while escaping from Andrew.,George should find out that some driver stretched while escaping from Andrew hadn't boycotted the mall.,George should find out what some driver stretched while escaping from Andrew hadn't boycotted.,851,,,,,,,,,,,,,,,,,,,,
852,Danielle forgets that guests were praising Raymond before distracting Alice.,Danielle forgets who guests were praising before distracting Alice.,Danielle forgets that guests debated before distracting Alice were praising Raymond.,Danielle forgets who guests debated before distracting Alice were praising.,852,,,,,,,,,,,,,,,,,,,,
853,Renee investigates that the hairdresser isn't noticing Danielle after hearing Sheila.,Renee investigates who the hairdresser isn't noticing after hearing Sheila.,Renee investigates that the hairdresser wasted away after hearing Sheila isn't noticing Danielle.,Renee investigates who the hairdresser wasted away after hearing Sheila isn't noticing.,853,,,,,,,,,,,,,,,,,,,,
854,Dan isn't investigating that that newspaper article hasn't aided Stacy without aggravating Alice.,Dan isn't investigating who that newspaper article hasn't aided without aggravating Alice.,Dan isn't investigating that that newspaper article examined without aggravating Alice hasn't aided Stacy.,Dan isn't investigating who that newspaper article examined without aggravating Alice hasn't aided.,854,,,,,,,,,,,,,,,,,,,,
855,Peter investigated that the woman writes this newspaper article before buying some paintings.,Peter investigated what the woman writes before buying some paintings.,Peter investigated that the woman reunited before buying some paintings writes this newspaper article.,Peter investigated what the woman reunited before buying some paintings writes.,855,,,,,,,,,,,,,,,,,,,,
856,Holly learned that a lot of dancers were hiring the pedestrian while alarming Laurie.,Holly learned who a lot of dancers were hiring while alarming Laurie.,Holly learned that a lot of dancers pushed while alarming Laurie were hiring the pedestrian.,Holly learned who a lot of dancers pushed while alarming Laurie were hiring.,856,,,,,,,,,,,,,,,,,,,,
857,Every podiatrist remembers that some guest drank every cocktail after concealing every waitress.,Every podiatrist remembers what some guest drank after concealing every waitress.,Every podiatrist remembers that some guest cracked after concealing every waitress drank every cocktail.,Every podiatrist remembers what some guest cracked after concealing every waitress drank.,857,,,,,,,,,,,,,,,,,,,,
858,Jason figured out that every lawyer did remember all plays after writing all reports.,Jason figured out what every lawyer did remember after writing all reports.,Jason figured out that every lawyer maneuvered after writing all reports did remember all plays.,Jason figured out what every lawyer maneuvered after writing all reports did remember.,858,,,,,,,,,,,,,,,,,,,,
859,Kendra hasn't figured out that many children admired the tea while buying that closet.,Kendra hasn't figured out what many children admired while buying that closet.,Kendra hasn't figured out that many children wrinkled while buying that closet admired the tea.,Kendra hasn't figured out what many children wrinkled while buying that closet admired.,859,,,,,,,,,,,,,,,,,,,,
860,Kevin realized that most people spend every donation without stealing some mirror.,Kevin realized what most people spend without stealing some mirror.,Kevin realized that most people vaporized without stealing some mirror spend every donation.,Kevin realized what most people vaporized without stealing some mirror spend.,860,,,,,,,,,,,,,,,,,,,,
861,Rodney knows that these pedestrians shot those senators after talking to Jason.,Rodney knows who these pedestrians shot after talking to Jason.,Rodney knows that these pedestrians wept after talking to Jason shot those senators.,Rodney knows who these pedestrians wept after talking to Jason shot.,861,,,,,,,,,,,,,,,,,,,,
862,Richard would figure out that all feet shock guests before aggravating Monica.,Richard would figure out who all feet shock before aggravating Monica.,Richard would figure out that all feet practiced before aggravating Monica shock guests.,Richard would figure out who all feet practiced before aggravating Monica shock.,862,,,,,,,,,,,,,,,,,,,,
863,These governments remember that these lawyers exited every museum while aiding Grace.,These governments remember what these lawyers exited while aiding Grace.,These governments remember that these lawyers induced while aiding Grace exited every museum.,These governments remember what these lawyers induced while aiding Grace exited.,863,,,,,,,,,,,,,,,,,,,,
864,Chad knew that those teenagers walk through some movie theater before building this cafe.,Chad knew what those teenagers walk through before building this cafe.,Chad knew that those teenagers aided before building this cafe walk through some movie theater.,Chad knew what those teenagers aided before building this cafe walk through.,864,,,,,,,,,,,,,,,,,,,,
865,A lot of French teachers discover that that teacher can't dislike Larry while aiding Diana.,A lot of French teachers discover who that teacher can't dislike while aiding Diana.,A lot of French teachers discover that that teacher pushed while aiding Diana can't dislike Larry.,A lot of French teachers discover who that teacher pushed while aiding Diana can't dislike.,865,,,,,,,,,,,,,,,,,,,,
866,Piano teachers do realize that the patients are hearing Sandra before noticing many books.,Piano teachers do realize who the patients are hearing before noticing many books.,Piano teachers do realize that the patients shocked before noticing many books are hearing Sandra.,Piano teachers do realize who the patients shocked before noticing many books are hearing.,866,,,,,,,,,,,,,,,,,,,,
