id,full_paragraph
cc01_15, Abstractions and semi-abstractions by Everett McNear are being exhibited by the University Gallery of Notre Dame until Nov. 5 .
cc01_25," Larkin has an answer to all that . The spaciousness of the Tudor cooking areas , for example , will provide needed space for the extra television sets required by modern butlers , cooks and maids . Also , perhaps , table-tennis and other indoor sports to keep them fit and contented ."
cc01_35," Nikolai Cherkasov , the Russian actor who has played such heroic roles as Alexander Nevsky and Ivan the Terrible , performs the lanky Don Quixote , and does so with a simple dignity that bridges the inner nobility and the surface absurdity of this poignant man ."
cc06_1," In short , the book , based largely on lectures delivered at Harvard University , is both reliable and readable ; ; the author possesses an uncommonly fine English style , and he is dealing with subjects of vast importance that are highly topical for our time . If Mr. Kennan is sometimes a little somber in his appraisals , if his analysis of how Western diplomacy met the challenge of an era of great wars and social revolutions is often critical and pessimistic -- well , the record itself is not too encouraging ."
cc06_16," Two criticisms of this generally admirable and fascinating book involve the treatment of wartime diplomacy which is jagged at the edges -- there is no mention of the Potsdam Conference or the Morgenthau Plan . And in a concluding chapter about America's stance in the contemporary world , one senses certain misplacements of emphasis and a failure to come to grips with the baffling riddle of our time : How to deal with a wily and aggressive enemy without appeasement and without war ."
cc06_18," This is the tale of one John Enright , an American who has accidentally killed a man in the prize ring and is now trying to forget about it in a quiet place where he may become a quiet man . But Innesfree , where Ellen Roe Danaher and her bullying brother , Will , live , is no place for a man who will not use his fists . So Enright's courting of the mettlesome Ellen is impeded considerably , thereby providing the tale which is told . You may be sure he marries her in the end and has a fine old knockdown fight with the brother , and that there are plenty of minor scraps along the way to ensure that you understand what the word Donnybrook means ."
cc06_22," Then there are a pair of old biddies played by Grace Carney and Sibly Bowan who may be right off the shelf of stock Irish characters , but they put such a combination of good will and malevolence into their parts that they're quite entertaining . And in the role of Will Danaher , Philip Bosco roars and sneers sufficiently to intimidate not only one American but the whole British army , if he chose ."
ca34_16," Developments over the next two months , however , caused the President to reconsider the question of the timing . There were intense discussions in the inner councils of the White House about the advisability of an early meeting , not because the international climate was improving , but precisely because it was deteriorating alarmingly ."
ck05_3," A nigger boy opened the door . Payne did not notice him . He was thinking chiefly of Cap . If their schedules were to synchronize , there was no point in wasting time . He pushed his way inside ."
ck05_15," Two men pulled him off . Nobody said anything . Payne hacked at their arms . There was a lady there , in a nightdress . He would not have wanted to hurt a lady . Another man approached , this one fully dressed . When the knife went into his chest , he went down at once ."
cj77_10," Any flat-bed press capable of pressing a specimen 22 inches square may be used as an alternative . The flat-bed press is maintained at a temperature not less than 275-degrees-F ( 135*0C. ) . Dryer -- dryer of the rotary tumble type , having a cylindrical basket approximately 30 inches in diameter and 24 inches in length and rotating at approximately 35 r.p.m. ."
cl21_16," Colt revolver in her brain . According to the medical examiner , she was shot between eleven p.m. and one a.m. . Her door was locked and the key was missing . So was the gun ."
cl21_35," The corridor on the eleventh floor was dimly lighted by electric globes at intervals of thirty feet . A thick , crimson carpet muffled every footfall . At the end of the corridor Alec noticed a door marked : Fire Stairs . It was a neat setup for murder ."
cl21_46," As he ranged his belongings on the bureau he noticed a film of white dust on the dark surface of the wood beyond the linen cover . Not gray like the dust that collects in an unused room , but white . Women didn't use white face powder nowadays , he recalled . They used pink , tan , or cream powder ."
cf10_8," Mrs. Shaefer never got around to joining the thousand or so people who paid Lee some $30,000 for his ozone machines . For Mrs. Shaefer -- who had been given a clean bill of health by her own physician at the time she visited Lee -- and her friend were agents for the California Pure Food and Drug Inspection Bureau . And she felt amply rewarded for her suffering when the evidence of Lee's quack shenanigans , gathered by the tape recorder under her friend's clothing , proved adequate in court for convicting Franklin D. Lee . The charge : violation of the California Medical Practices Act by practicing medicine without a license and selling misbranded drugs . The sentence : 360 days' confinement in the county jail ."
cn14_13," It was the barkeep . Halting , Pat turned to survey him deliberately . He did not reply , going on toward the back . Less assured than the tall , wide-shouldered man in the lead , Cobb followed alertly , a hand on his gun butt . The bartender measured this situation with heavy eyes and decided he wanted no part of it . He said no more ."
cn14_19," Inside the crown , stuffed behind the stained sweatband , could be seen thin , crumpled wads of currency . Carmer's ingenious cache for his loot had been found ."
cj70_10," The organic loading on the unit averaged 32 lb of BOD or about 2 lb BOD cu ft aeration capacity . Needless to say , the organic load was very low on a volumetric basis , but was 270 lb BOD on a surface loading basis . It seems that the aerated lagoon was a very heavily loaded oxidation pond or a lightly loaded activated sludge system ."
cf17_10," At Fort Garry some of the Swiss also decided to cast their lot with the United States , and in 1823 several families paid guides to take them to Fort Snelling . The disasters of 1825-1826 caused more to leave . After heavy rains and an onslaught of mice , snow fell on October 15 , 1825 , and remained on the ground through a winter so cold that the ice on the Red was five feet thick . In April came a rapid thaw that produced high waters which did not recede until mid-June . On June 24 more than 400 families started the three-month trip across the plains to the Mississippi . By fall , 443 survivors of this arduous journey were clustered about Fort Snelling , but most of them were sent on to Galena and St. Louis , with a few going as far as Vevay , Indiana , a notable Swiss center in the United States . In 1837 , 157 Red River people with more than 200 cattle were living on the reservation at Fort Snelling ."
cl19_17," Yet Alfredo wanted money wanted money to roam through the deserts . And Graham wanted money probably to roam among the dice tables in Las Vegas . It was an odd combination a strange pair to stumble upon the wreck of the Trinidad . But Graham hadn't stumbled on it . Two to three weeks prior to the charter of the Virginia , Graham had been snooping around the San Luis Rey Mission ."
cj46_8," The State of California accepts the provisions of the Wagner-Peyser Act , and will observe and comply with the requirements of that act ."
cl10_70," It was in the kitchen , as she was watching the kettle , waiting for the water to boil , that he had grabbed for her . Without warning , without giving her a chance to prepare for it . From behind , he had put his arms on her shoulders , turned her around , and pressed her to him , so close she couldn't breathe ."
cl10_72," Stanley wasn't like that . She could always predict what Stanley was going to do , ever since she first met him ."
cl10_83," Kitti had come into the office , on somebody's recommendation , because she needed help in preparing her income tax return ."
cl10_85," Blanche knew all this because the door to Stanley's office was open and , without straining too hard , she could hear everything that was said ."
cn22_29," The man seemed to sink a little as Ramey brought the tire iron down on his shoulder and it seemed that the blonde head was turning as he hit the man again , with his fist . Ramey swung and caught the man just to the left of his mouth . It was a straight , solid , once-in-a-lifetime shot ; ; he laid all four knuckles in between the man's cheekbone and his chin . Ramey's fist and the air expelled from the man's collapsing cheek made a hollow pop in the air like cupped hands clapping together ."
cf21_13," Since the 1946 disaster there have been 15 tsunami in the Pacific , but only one was of any consequence . On November 4 , 1952 , an earthquake occurred under the sea off the Kamchatka Peninsula . At 17:07 that afternoon ( Greenwich time ) the shock was recorded by the seismograph alarm in Honolulu . The warning system immediately went into action . Within about an hour with the help of reports from seismic stations in Alaska , Arizona and California , the quake's epicenter was placed at 51 degrees North latitude and 158 degrees East longitude . While accounts of the progress of the tsunami came in from various points in the Pacific ( Midway reported it was covered with nine feet of water ) , the Hawaiian station made its calculations and notified the military services and the police that the first big wave would arrive at Honolulu at 23:30 Greenwich time ."
cf21_19," Earthquakes originate as far as 400 miles below the surface , but they do not occur at greater depths . Two unsolved mysteries are based on these facts . ( 1 ) As far down as 400 miles below the surface the material should be hot enough to be plastic and adjust itself to twisting forces by sluggish flow rather than by breaking , as rigid surface rocks do . ( 2 ) If earthquakes do occur at such depths , why not deeper ? ?"
cd13_3," Now we might have restricted the use of uranium bombs by controlling the sources of uranium because it is found in only a few places in the world . But we had hardly started to adjust our thinking to this new uranium weapon when we were faced with the hydrogen bomb . Hydrogen is just as plentiful as uranium is scarce . We know that we have hydrogen in water ; ; water is Af and the H stands for hydrogen ; ; there is also hydrogen in wood and hydrogen in our bodies . I have calculated that if I could snap my fingers in one magic gesture to release the power of all the hydrogen in my body , I would explode with the force of a hundred bombs of the kind that fell on Hiroshima . I won't try the experiment , but I think you can see that if we all knew the secret and we could all let ourselves go , there would be quite an explosion . And then think how little hydrogen we have in us compared with the hydrogen in Delaware Bay or in the ocean beyond . Salt water is still Af , the same hydrogen is there . And the size of the ocean shows us the magnitude of the destructive power we hold in our hands today ."
cd13_12," Music of the spheres Now this 1920 view of the atom was on the whole a discouraging picture . For we believed that the electrons obeyed the law of mechanics and electrodynamics ; ; and therefore the atom was really just a little machine ; ; and in mechanics the whole is no more than the sum of the parts . So if you are made of atoms , you are just a big machine ; ; and since the universe is also made of atoms , it is just a supermachine . And this would mean that we live in a mechanistic universe , governed by the laws of cause and effect , bound in chains of determinism that hold the universe on a completely predetermined course in which there is not room for soul or spirit or human freedom . And this is why so many scientists a half a century ago were agnostics or atheists ."
cj79_0," The set of all decisions is called the operating policy or , more simply , the policy . An optimal policy is one which in some sense gets the best out of the process as a whole by maximizing the value of the product . There are thus three components to an optimal design problem : ( 1 ) The specification of the state of the process stream ; ; ( 2 ) The specification of the operating variables and the transformation they effect ; ; ( 3 ) The specification of the objective function of which the optimization is desired . For a chemical process the first of these might involve the concentrations of the different chemical species , and the temperature or pressure of the stream . For the second we might have to choose the volume of reactor or amount of cooling to be supplied ; ; the way in which the transformation of state depends on the operating variables for the main types of reactors is discussed in the next chapter . The objective function is some measure of the increase in value of the stream by processing ; ; it is the subject of Chapter 4 ."
cj79_2," To see how important this economy is , let us suppose that there are M operating variables at each stage and that the state is specified by N variables ; ; then the search for the maximum at any one stage will require a number of operations of order Af ( where a is some number not unreasonably large ) . To proceed from one stage to the next a sufficient number of feed states must be investigated to allow for interpolation ; ; this number will be of the order of Af . If , however , we are seeking the optimal R-stage policy for a given feed state , only one search for a maximum is required at the final step . Thus a number of operations of the order of Af are required . If all the operating variables were varied simultaneously , Af operations would be required to do the same job , and as R increases this increases very much more rapidly than the number of operations required by the dynamic program . But even more important than this is the fact that the direct search by simultaneously varying all operating conditions has produced only one optimal policy , namely , that for the given feed state and R stages . In contrast , the dynamic program produces this policy and a whole family of policies for any smaller number of stages . If the problem is enlarged to require a complete coverage of feed states , Af operations are needed by the dynamic program and Af by the direct search . But Af is vastly larger than R . No optimism is more baseless than that which believes that the high speed of modern digital computers allows for use of the crudest of methods in searching out a result . Suppose that Af , and that the average operation requires only Af sec. . Then the dynamic program would require about a minute whereas the direct search would take more than three millennia ! !"
cj79_8," For any choice of admissible policy Af in the first stage , the state of the stream leaving this stage is given by Af . This is the feed state of the subsequent Af stages which , according to the principle of optimality , must use an optimal Af-stage policy with respect to this state . This will result in a value Af of the objective function , and when Af is chosen correctly this will give Af , the maximum of the objective function . Thus Af where the maximization is over all admissible policies Af , and Af is related to Af by ( 5 ) . The sequence of equations ( 6 ) can be solved for Af when Af is known , and clearly Af , the maximization being over all admissible Af ."
cj79_12," 2.3 the discrete stochastic process The process in which the outcome of any one stage is known only statistically is also of interest , although for chemical reactor design it is not as important as the deterministic process . In this case the stage R operating with conditions Af transforms the state of the stream from Af to Af , but only the probability distribution of Af is known . This is specified by a distribution function Af such that the probability that Af lies in some region D of the stage space is Af ."
cn25_29," At last he reached for the knife . Even the bone handle scorched , and he retrieved the marine's handkerchief to wrap it . First he barely touched the blade on the hand which shaded the eyes . The marine yelled and flung the hand away . With a firm grip on the man's hair Matsuo applied the blade flat on a cheek . A shrill yelp , kicked legs , and groping hands that circled Matsuo's wrist . Matsuo wrenched free and burned the hands into retreat ; ; burned the other cheek ; ; burned each hand when they came groping again . The marine commenced to weep and it blighted the sense of enjoyment ."
cl17_42," At the doorway he squinted up at the gray morning overcast and patted his jacket pockets for the cigarettes , remembering then that he'd left them at the Doughnuttery . He could pick up another pack on his way home , if he were going home . But even before he started across the oiled road to his Plymouth , parked in the lot under the cypress trees across from the station , he knew that he wasn't going home ."
cd14_3," What in some ways was the most important aspect was the impact individually on the millions who constituted the nation . As we have seen , a growing proportion , although in 1914 still a minority , were members of churches . Presumably those who did not have a formal church connexion had also felt the influence of Christianity to a greater or lesser extent . Many of them had once been members of a church or at least had been given instruction in Christianity but for one or another reason had allowed the connexion to lapse . The form of Christianity to which they were exposed was for some the Protestantism of the older stock , for others the Protestantism of the nineteenth-century immigration ; ; for still others , mostly of the nineteenth-century immigration , it was Roman Catholicism , and for a small minority it was Eastern Orthodoxy . Upon all of them played the intellectual , social , political , and economic attitudes , institutions , and customs of the nation . Upon most of these Christianity had left an impress and through them had had a share in making the individual what he was . Yet to determine precisely to what extent and exactly in what ways any individual showed the effects of Christianity would be impossible . At best only an approximation could be arrived at . To generalize for the entire nation would be absurd . For instance , we cannot know whether even for church members the degree of conformity to Christian standards of morality increased or declined as the proportion of church members in the population rose . The temptation is to say that , as the percentage of church members mounted , the degree of discipline exercised by the churches lessened and the trend was towards conformity to the general level . Yet this cannot be proved . We know that in the early part of the century many Protestant congregations took positive action against members who transgressed the ethical codes to which the majority subscribed . Thus Baptist churches on the frontier took cognizance of charges against their members of drunkenness , fighting , malicious gossip , lying , cheating , sexual irregularities , gambling , horse racing , and failure to pay just debts . If guilty , the offender might be excluded from membership . As church membership burgeoned , such measures faded into desuetude . But whether this was accompanied by a general lowering of the moral life of the membership we do not know ."
cb16_5," This sum spent for foreign economic aid , the peace corps , food for peace , or any other program to solve the problems of the underdeveloped countries would be an investment that would pay off in world peace , increased world trade , and prosperity for every country on the globe ."
cb16_22, The resolution under discussion at the convention was to require the boards of election to instruct judges to properly display the American flag . Judges under the jurisdiction of the Chicago board of election commissioners are instructed to do this .
ch27_3," Outlook for current year Our current rate of incoming orders has now contracted and unless this trend can be reversed , our production for 1961 will be lower than for 1960 ."
ch27_36," Employee contracts In accordance with the two-year contract signed in May , 1959 , with the International Association of Machinists , AFL-CIO , wages of hourly employees were increased by 4% in May , 1960 , and pay levels for non-exempt salaried employees were increased proportionately . In addition , Blue Cross coverage for all employees and their dependents was extended to provide the full cost of semi-private hospital accommodations ."
ch27_37," Personnel benefits In addition to direct salaries and wages , the Company paid or accrued during the year the following amounts for the benefit of employees :"
cb11_46," The Soviet Union will fight neither a conventional nor a nuclear war over Berlin , and neither will its Warsaw Pact allies . The West has no intention of attacking Russia ."
cj12_2," Discussion It is evident that many marked and striking differences exist between lungs when an inter-species comparison is made . The significance of these differences has not been studied nor has the existence of corresponding physiologic differences been determined . However , the dynamics of airflow , from morphologic considerations alone , may conceivably be different in the monkey than in the horse . The volume and , perhaps , even the characteristics of bronchial arterial blood flow might be different in the dog than in the horse . Also , interlobular air drifts may be all but nonexistent in the cow ; ; probably occur in the horse much as in the human being ; ; and , in contrast , are present to a relatively immense degree on a segmental basis in the dog where lobules are absent ( Van Allen and Lindskog , '31 ) . A reason for such wide variation in the pulmonary morphology is entirely lacking at present ."
cb27_29," Whether in his forthcoming book C. P. Snow commits the errors of judgment and of fact with which your heavily autobiographical critic charged him is important . One should be able to get hold of the book at once . But the attack was made from an advance copy . If this practice should take root and spread , the man who submits a manuscript to a publisher will find himself reviewed before he is accepted and publication will become a sort of post-mortem formality ."
cb27_31," Watson-Watt's remarks in SR did not then , constitute a review of the book but a rebuttal to the Godkin Lectures . Representatives of Harvard University Press , which is publishing the book this month of April , recognize and freely acknowledge that they invited such reaction by allowing Life magazine to print an excerpt from the book in advance of the book's publication date . The text of the book leaves a somewhat milder impression than the prepublication excerpt ."
ch29_12," In sum , I look for another good year for the electronics industry in 1961 , with total sales increasing about 7% to $10.8 billion , despite the uncertainties in the business outlook generally . As I have indicated above , I base this feeling on a belief that current weakness in the market for consumer durable goods may continue through the early months of the year , but will give way to a sufficiently strong recovery later on to bring the full-year figures close to those of 1960 ; ; on prospects for continued increases in defense spending ; ; and on continued growth in the applications of electronics to the complex problems of manufacturing and trade in the expanding but competitive economy of the 1960's ."
ch16_14," Counsel for Du Pont indicated a preference for the submission of detailed plans by both sides at an early date . No previous antitrust case , he said , had involved interests of such magnitude or presented such complex problems of relief . The submission of detailed plans would place the issues before the court more readily than would discussion of divestiture or disenfranchisement in the abstract . The Court adopted this procedure with an appropriate time schedule for carrying it out ."
cb18_3," If the Communists are sincere in wanting a united , neutral and disarmed Germany , it might well be advantageous for the German people in this nuclear age . It could provide security without cost of armaments and increase German prosperity and lessen taxation . France and other Western European nations likewise fear a rearmed Germany . If the German people favor such a settlement we should not oppose Germany following the example of Austria ."
cb18_22," However , there are still several types of calls that necessitate the use of telephone operators . I have been absolutely shocked at the ineptness of the young ladies who are servicing person-to-person calls , special long-distance calls , etc. . Either it is lack of training , lack of proper screening when hiring , lack of management or possibly lack of interest on the part of the telephone company , which does have a Government-blessed monopoly ."
cb18_37," How old do you have to be to remember when Americans , especially children , were encouraged to be polite ? ? Why has this form of gentility gone out of American life ? ?"
cf44_8," It was observed in the introductory chapter that metropolitan life had split into two trends -- expanding interdependence on an impersonal basis and growing exclusiveness in local communal groupings . These trends seem to be working at cross-purposes in the metropolis . Residential associations struggle to insulate themselves against intrusions . The motifs of impersonal interdependence and insulation of residential communities have polarized ; ; the schism between central city and suburb , Negro and White , blue collar and white collar can be viewed as symptomatic of this deeper polarization of trends in the metropolis . It now becomes evident that the denominational church is intimately involved with the economy of middle-class culture , for it serves to crystallize the social class identity of middle-class residential groupings . The accelerated pace of metropolitan changes has accentuated the drive to conformity in congregations of the major denominations . This conformity represents a desperate attempt to stabilize a hopelessly unstable environment . More than creatures of metropolitan forces , the churches have taken the lead in counteracting the interdependence of metropolitan life , crystallizing and perpetuating the stratification of peoples , giving form to the struggle for social homogeneity in a world of heterogeneous peoples ."
cj23_0," 2 : : Some of the major functions of religion The place of religion in the simple , preliterate societies is quite definite ; ; as a complex it fits into the whole social organization and functions dominantly in every part of it . In societies like ours , however , its place is less clear and more complex . With the diversity of religious viewpoints , there are differences of opinion as to the essential features of religion ; ; and there are different opinions as to the essential functions of religion . Nevertheless , for most of the population of heterogeneous advanced societies , though less for the less religious portion , religion does perform certain modal individual and social functions ."
cj40_7," By the end of the spring of 1961 , assuming that a general business recovery gets under way , interest rates should begin to edge upward again , depending upon the vigor of the recovery and the determination with which the monetary authorities move to restrain credit availability . My guess would be that interest rates will decline moderately into the spring of 1961 and during the second half of the year will turn up gradually to recover the ground lost during the downturn ."
cf27_8," A few red wines , notably those of the Beaujolais , are better consumed at cellar temperature . By tradition , a red wine should be served at approximately room temperature -- if anything a little cooler -- and be aged enough for the tannin and acids to have worked out and the sediment have settled well . Thus , red wine must , if possible , never be disturbed or shaken ; ; very old red wine is often decanted so that the puckering , bitter elements which have settled to the bottom will not be mingled with the wine itself . A tug-of-war between an old bottle and an inefficient corkscrew may do as much harm as a week at sea . The cork should be pulled gradually and smoothly , and the lip of the bottle wiped afterward ."
cf27_10," In France , when one wishes to entertain at a restaurant and serve truly fine old red wines , one visits the restaurant well ahead of time , chooses the wines and , with the advice of the manager and his chef , builds the menu around them . The wine waiter will see to it that the bottles are taken from the bin and opened at least in time to warm and aerate , preferably allowed to stand on end for as long as possible and , perhaps in the case of very old wines , be decanted . Decanting old wine aerates it fully ; ; it may also be -- practically speaking -- a matter of good economy . For , in the process of decanting , the bottle is only tilted once instead of several or more times at the table : hence , a minimum of the undesirable mixture of wine and dregs ."
cf27_11," Though there are many exceptions , which we have noted in preceding pages , white wine is as a rule best consumed between two and six years old , and red wines , nowadays , between three and ten . Red wines of good years tend to mature later and to keep longer ; ; the average claret is notably longer-lived than its opposite number , red Burgundy . Some clarets do not come into their own until they are ten or fifteen years of age , or even more . If a red Bordeaux of a good name and year is bitter or acid , or cloying and muddy-tasting , leave it alone for a while . Most of the wines of Beaujolais , on the other hand , should be drunk while very young ; ; and Alsatians may be ."
cn23_18," He knew how to shoot down Nazis . And he knew that the men talked about him behind his back , saying that he was one up on everybody else -- including the pilot of the plane with the swastika on it -- because he was chemically incapable of fear . That was true , but only half the truth . The other half he didn't like to recognize , even to himself . He enjoyed the killing . Not defending England , or being an ace , or fighting for humanity . He enjoyed killing . And he would have enjoyed it just as much if he had been a Nazi ."
cd12_20," One of the roles of the social scientist , ethicist or theologian in our discussions with the realtors became that of encouraging greater awareness of the opportunities offered by the legal and political processes for the exercise of broad social responsibilities in their work . But responsiveness to these opportunities presumes that all of us judge the good as a human good and not simply as a professional , white , American good . Such judgments are meaningful only in so far as persons are members of a world , let us say a community , that embraces Scarsdale or Yonkers , but is also infinitely richer since it is all-inclusive ."
cj78_4," An electrostatic system suffers generally from image plane curvature leading to defocusing in the peripheral image region if a flat viewing screen ( or interstage coupler ) is utilized , while a magnetic system requires accurate adjustment of the solenoid , which is heavy and bulky . As it will be discussed later , peripheral defocusing can be improved on by utilizing curved fiber couplers . It should be noted , however , that the paraxial resolution is quite similar for both electron optical systems ."
cj78_5," It is felt that fiber-coupled double- ( and multi- ) stage image intensifiers will gain considerable importance in the future . Therefore , we shall consider in this paper the theoretical gain and resolution capabilities of such tubes . The luminous efficiency and resolution of single stages , fiber couplers , and finally of the composite tube will be computed ."
cj78_16," As the index of refraction of photosensitive surfaces of the SbCs-type lies around 2 , the Fresnel losses at the fiber-photocathode interface are about 0.5 percent and the Af factor for the interstage coupler is 0.95 . It might be anticipated that multiple coatings will reduce end reflection losses even further ."
cj78_18," The packing efficiency , F.R. , of fiber plates did not receive much attention in the literature , probably as it is high for the larger fibers generally used , until rather recently . For circular fibers in a closely packed hexagonal array , the packing efficiency is given by : Af where Af , and 0.906 is the ratio of the area of a circle to that of the circumscribed hexagon . For the small diameter fibers now technically feasible and required for about 100 Af resolution , Af . The cladding thickness is about 0.5 M , hence , Af and Af ."
cn15_39," Wingman , stay clear , he prayed . He pushed stick and rudder and entered the overcast on his back . He fought the panic of vertigo . He had no idea which was up and which was down . He held the controls where they had been . Sweat popped out over him and he felt the slick between his palm and the stick grip . His air speed dropped until he thought he would spin out ."
cj71_9," Conceivably the submarine defense problem can be solved by sufficient forces . Numbers would be astronomical and current fiscal policies make this an impractical solution . Shipbuilding , aircraft procurement , and weapon programs indicate that there will not be enough of anything . Therefore , any measures taken in peacetime which will decrease force requirements in war will contribute greatly to success when hostilities occur . Therefore , the sixth principle of the plan must be that it concentrate on current measures which will reduce future force requirements ."
cl18_19," There was no answer to this and he began to pace back and forth across the room , his imagination out of control . He tried to tell himself that maybe Burton had sobered up enough to get some sense . Maybe he only intended to scare the blackmailer , whoever he was , in which case an unloaded gun would be good enough . He thought of other possibilities , none of them satisfactory , and finally he began to think , to wonder if there was some way he could reach Burton . Then , as he turned toward the telephone , it rang shrilly to shatter the stillness in the room and he reached for it eagerly ."
cl18_40," He hung up with a bang , annoyed at himself for running off at the mouth like that but still terribly concerned with the situation he had helped to create . As soon as he could think logically again he reached for the telephone directory and found Jerry Burton's home number . He dialed it and listened to it ring ten times before he hung up . He called the bar and grill where he had picked Burton up that afternoon . When he was told that no one had seen Burton since then , he thought of three other places that were possibilities . Each time he got the same answer and in the end he gave up ."
cf16_4," Historians have had two reasons for persisting so long in their investigations . First , they wanted to clarify a tantalizing , bizarre enigma . Second , they believed it important to determine the fate of the captain -- a man whose name is permanently stamped on our maps , on American towns and counties , on a great American river , and on half a million square miles of Arctic seas ."
cf16_12," In 1602 , George Waymouth , in the same little Discovery that Hudson now commanded , had sailed 300 miles up the strait before his frightened men turned the ship back . Hudson now proposed to sail all the way through and test the seas beyond for the long-sought waterway ."
cj49_3," There is currently a major controversy of public education in which group interests and values are heavily engaged . This is the issue of segregated schools in the South . In this case it is primarily a matter of conflict of racial groups rather than social-class groups . Thus , the white middle and lower classes are arrayed against the Negro middle and lower classes . This conflict may be resolved in a way which will suit white middle-class people better than it suits white lower-class people . If this happens , there may be some class conflict in the South , with school boards and school teachers taking the middle-class position ."
cf45_2," In accord with its penurious policy , the company failed to furnish presents to hold the loyalty of the principal Indians . The lavish use of presents had been effective in expanding the Indian trade of New France and Louisiana in the previous century , and the change in liberality aroused resentment in the minds of the red men . Traders from the English colonies were far more generous , and Indian loyalty turned to them . Protests from governors and intendants passed unheeded , and the parsimonious policy of the company probably let loose Indian insurrections that brought ruin to the company ."
cf45_7," Only two principal storehouses were actually established -- one at Mobile , the other at New Orleans . New Orleans supplied the goods for the trade on the Mississippi , and west of that river , and on the Ohio and Wabash . Mobile was also supplied by New Orleans with goods for the Mobile district ."
cf45_17," With the loss of the Mobile trade , which ended all profits from Louisiana , the Natchez Indians revolted . They destroyed a trading house and pillaged the goods , and harassed French shipping on the Mississippi . The war to subdue them taxed the resources of the colony and piled up enormous debts . In January , 1731 , the company asked the crown to relieve it of the government of the colony . It stated that it had lost 20,000,000 livres in its operations , and apparently blamed its poor success largely on the Indian trade . It offered to surrender its right to exclusive trade , but asked an indemnity . The King accepted the surrender and fixed the compensation of the company at 1,450,000 livres . Thenceforth , the commerce of Louisiana was free to all Frenchmen ."
cb21_13," The lack of scientific unanimity on the effects of radiation is due in part to insufficient data covering large population groups , from which agreed-on generalizations could be drawn . But more than one conscientious researcher has been inhibited from completely frank discussion of the available evidence by the less excusable fact that fallout has been made a political issue as well as a scientific problem . Its dangerous effects have been downgraded to the public by some who believe national security requires further testing . An illustration of this attitude is found in John A. McCone's letter to Dr. Thomas Lauritsen , reported in a note elsewhere in this issue of The New Republic ."
cb21_18," Assuming the lower figure for the big blast and one shot estimated by the Japanese at 10 megatons , a conservative computation is that the 24 announced tests produced a total yield of at least 60 megatons . Some government scientists say privately that the figure probably is closer to 80 megatons , and that the full 50-megaton bomb that Khrushchev mentioned may still be detonated ."
ch28_1," Musical activities the college was one of the first to recognize the importance of music not only as a definite part of the curriculum but as a vital adjunct to campus life . Extensive facilities for group performance are provided by maintaining , under skilled direction , the Choir , the Orchestra , the Band , the Glee Club , and smaller ensembles of wind and string players ."
ch28_5," Religious activities from the founding of the College those responsible for its management have planned to provide its students favorable conditions for personal religious development and to offer opportunities through the curriculum and otherwise for understanding the meaning and importance of religion . Courses are offered in ethics , the philosophy and history of religion , Christian thought and history , and the Bible . Carleton aims throughout its entire teaching program to represent a point of view and a spirit which will contribute to the moral and religious development of its students ."
ch28_36," In January , 1960 , the first issue of The Carleton Miscellany , a quarterly literary magazine , was published by the College . The magazine , edited by members of the Carleton Department of English , includes contributions by authors from both within and beyond the Carleton community ."
cb26_30," Truly , that Liberals should choose Louis 14 , as a bogey-symbol of conservatism is grotesquely ironic , considering the Louis 14 , character of their Grand Monarque , FDR : not only in his accretion of absolute power and personal deification , ( le roi gouverne par lui meme ) , but in the disastrous effects of his spending and war policies ."
cb19_5, Two wrongs to the editor of the Inquirer : I suppose I am missing some elementary point but I honestly cannot see how two wrongs can make a right ! ! I am referring to this country conducting atmosphere tests of nuclear bombs just because Russia is . Will our bombs be cleaner or will their fallout be less harmful to future generations of children ? ? If an atom bomb in 1945 could destroy an entire city surely the atomic arsenal we now have is more than adequate to fulfill any military objective required of it .
cb19_23, This can be accomplished by several logical steps : ( 1 ) Widen the East River Drive at least one lane . ( 2 ) So widen it as to minimize the present curves and eliminate drainage problems . ( 3 ) Paint continuous lane stripes and install overhead directional lights as on our bridges . One additional lane would then be directional with the traffic burden and effectively increase the traffic carrying capability of the East River Drive by fifty percent . ( 4 ) This could be accomplished without the tremendous expenditures necessitated by the Schuylkill Expressway and without destroying the natural beauty of the East River Drive .
ch17_5," This is a prosecution for refusal to be inducted into the armed services , in violation of the provisions of the Universal Military Training and Service Act , 62 Stat. 604,622 , 50 , U.S.C. App. Aj 462 ( A ) . Petitioner , who claims to be a conscientious objector , contends that he was denied due process , both in the proceedings before a hearing officer of the Department of Justice and at trial . He says that he was not permitted to rebut before the hearing officer statements attributed to him by the local board , and , further , that he was denied at trial the right to have the Department of Justice hearing officer's report and the original report of the Federal Bureau of Investigation as to his claim -- all in violation of the Fifth Amendment . The trial judge decided that the administrative procedures of the Act were fully complied with and refused to require the production of such documents . Petitioner was found guilty and sentenced to 15 months' imprisonment . The Court of Appeals affirmed . 269 F. 2d 613 . We granted certiorari in view of the importance of the questions in the administration of the Act . 361 U. S. 899 . We have concluded that petitioner's claims are controlled by the rationale of Gonzales v. United States , 348 U.S. 407 ( 1955 ) , and United States v. Nugent , 346 U.S. 1 ( 1953 ) , and therefore affirm the judgment ."
